t1,t2,t3,t4,t5,Y
0,1,1,1,0,20.059422866229397
0,1,1,1,0,19.072444604580152
1,0,0,0,1,-17.58454736733428
0,1,0,0,1,-19.078735144083232
1,1,1,0,1,-31.913659488282384
1,1,0,1,1,-15.99556546219754
0,0,0,1,0,6.6023730160922725
0,0,1,0,0,-2.105906939516703
1,1,1,1,1,-18.908681637931224
1,0,1,1,1,-26.136753537673965
0,1,0,0,0,-3.87582178423417
1,0,1,0,0,-7.169880388427954
1,1,1,0,1,-33.293837106489796
1,0,0,0,0,1.0983361016972286
1,0,1,1,1,-24.644066520017034
0,1,1,1,0,20.467042198700735
0,0,0,1,1,-11.863310910507051
1,0,1,1,1,-25.354640286639864
1,0,1,0,1,-31.50242434145277
1,0,1,0,1,-30.463089385012015
0,1,1,1,0,20.891969912607163
1,1,1,1,0,7.729017770402758
0,1,1,0,0,-3.892646852750577
0,0,1,1,1,-12.63019806430665
0,1,1,0,1,-20.680280739581512
1,1,0,1,1,-15.578624640906286
1,1,1,0,1,-31.90716467052207
1,0,1,1,0,4.08599791734577
0,0,1,1,1,-11.849829425673958
1,1,1,0,0,-9.311230816133394
1,0,1,1,0,2.5790100132033276
1,0,0,1,1,-21.234721907493498
0,0,0,0,0,0.899293102890831
0,1,1,1,1,-5.236755090450133
1,1,0,0,0,-4.427056137238702
0,0,0,1,0,7.137520921134698
0,0,0,0,1,-17.79930639125251
0,0,1,0,0,-1.9200502395418801
0,1,0,1,0,12.48332160819109
0,1,1,1,1,-2.1093646277161646
1,0,1,0,0,-7.630047255684679
0,0,1,1,1,-11.716180675796004
1,0,0,0,1,-20.90736402684933
1,1,1,1,0,7.9596121043701995
0,1,0,1,0,12.791964539067934
0,0,0,1,1,-11.68683938687479
1,1,0,0,1,-22.252222284262675
0,0,1,0,0,-3.851187433584402
1,0,1,0,0,-8.631316574597333
1,1,0,1,0,4.560608333699672
0,1,1,0,0,-2.7963512038469833
0,1,0,0,1,-18.007548396073933
0,0,1,1,1,-10.416422684545175
0,0,0,1,1,-13.408548613334409
0,0,1,0,0,-1.017966173088983
0,1,0,1,1,-3.563691371154238
1,0,0,0,1,-19.36258437252469
1,1,1,0,0,-7.213565475113484
0,0,0,0,0,1.631385152046676
1,0,1,1,1,-27.454365524137
1,0,0,0,0,0.5702757821629607
1,0,1,1,0,3.494904321362031
1,1,0,0,0,-5.900918982885787
0,0,1,0,1,-22.961000120788487
0,1,1,0,0,-3.035677706766427
1,1,0,1,1,-17.345459582055877
1,0,1,0,0,-8.176189276213451
0,0,0,1,1,-11.040455335923474
1,0,0,0,0,-0.5759534650448108
0,0,1,0,1,-21.300350805374126
0,1,1,1,1,-4.883981132826292
0,0,0,1,1,-13.845970557953162
0,1,1,0,0,-3.51034846859251
0,0,0,1,1,-11.456364691297132
0,1,1,1,1,-2.520245979424276
1,1,0,1,0,6.076274305278369
0,1,1,0,1,-22.333696002649685
0,0,0,1,1,-11.980225694732033
1,0,0,0,0,-1.7613918462823956
0,0,1,0,1,-23.41432186280892
1,1,0,1,1,-16.386899947516046
0,0,0,1,0,9.152682757847753
0,1,0,0,0,-4.265366124835056
1,1,1,0,0,-8.421668912933292
1,1,0,0,0,-7.507456868958332
0,0,0,0,1,-16.443824777091898
1,0,0,0,0,1.2558781078056733
1,1,1,0,1,-31.3319374755656
1,0,1,0,0,-6.70664506215588
1,0,1,0,1,-30.90320035123757
0,0,1,0,0,-1.7797406950339782
1,0,1,1,0,2.052832900569931
0,0,1,0,0,-2.9205817293565906
1,1,0,0,1,-23.892553742068426
1,1,0,1,1,-15.684419721645469
1,0,0,0,0,-1.6561683365877986
0,0,1,1,0,14.443545362614229
0,0,1,1,0,13.424268196893106
1,0,0,1,1,-20.300222968591765
1,0,0,0,0,-0.12279543948186888
0,1,0,0,1,-18.612341437854802
0,1,0,0,0,-5.1898681882156374
0,1,0,0,0,-4.4389129012901645
1,0,1,1,1,-25.90353541765999
1,1,0,1,1,-15.347392427094071
1,0,1,0,0,-6.4691685305277336
0,0,0,1,1,-12.151170289687958
1,1,0,1,1,-17.68407993353814
0,0,0,1,0,7.122377953621271
1,1,1,1,1,-17.87340384051509
1,1,1,1,1,-18.14315718204463
0,0,0,1,1,-12.690478788681132
1,1,1,0,1,-32.375241187834476
0,0,1,0,1,-27.2499396848406
1,1,1,0,1,-31.72451174278774
1,0,0,1,1,-19.771847870706853
0,0,0,0,1,-16.142308983996823
1,1,0,0,0,-6.562498152829534
0,0,1,1,1,-11.02241083477988
1,0,1,0,1,-30.375013668784014
1,0,1,1,0,4.085996471491696
0,1,0,0,1,-19.935073890604897
0,0,1,1,0,14.928015013263074
1,1,0,1,1,-16.410652949773212
1,1,0,0,0,-6.841603685245505
1,0,0,0,0,0.15974632839563863
0,0,0,0,0,-0.25376804330988667
0,0,1,1,0,13.133923071421506
0,0,1,0,1,-22.19045246655771
0,1,0,1,1,-6.1184728873825405
1,0,1,1,0,3.9013509617772115
1,1,0,1,1,-17.14245657739215
1,1,1,0,0,-9.122499513287899
1,0,1,1,1,-24.56809837906714
1,0,0,1,0,2.7034996509042593
0,0,0,0,0,1.2075889795230415
1,1,1,0,0,-9.46757049034284
1,1,1,0,0,-10.562789124135644
0,1,0,1,0,12.412241513743952
1,1,0,0,1,-23.50986690243127
0,1,0,0,1,-20.172552689354255
1,0,1,0,0,-8.408060721771879
1,0,1,1,1,-25.886250030748894
0,1,1,0,1,-22.607791976932905
0,0,1,0,0,-2.3261424681375913
1,1,1,1,1,-17.679589577730496
0,0,1,1,1,-13.458927390929512
1,1,1,1,1,-18.203247434770205
1,1,0,0,0,-7.133570741026528
1,0,0,0,0,-1.1340395869834132
1,0,1,0,1,-31.243254025524394
1,1,1,1,1,-16.2131322647593
1,1,1,0,0,-10.446063078346716
1,0,0,1,1,-21.587216329698837
1,1,0,1,0,4.6481395406029264
1,1,0,1,0,4.586379669810795
1,0,0,0,1,-19.331196190655096
0,1,0,0,0,-3.8538511303299505
0,0,1,1,1,-11.078558039938361
1,1,0,1,1,-15.517146715685687
1,0,1,1,0,2.759806341826177
1,1,0,1,1,-15.266866392454618
0,1,1,1,1,-4.0735581094504685
0,1,0,0,0,-3.1545972003061773
1,1,0,0,1,-23.11269880910976
0,0,1,1,0,12.936796902905908
1,1,0,1,0,5.3841246143555805
0,0,0,0,1,-17.29960011905872
1,0,1,0,0,-7.388667731158737
1,0,1,0,0,-7.280208420158902
0,0,0,1,1,-13.586588119379138
1,1,1,1,1,-16.913741338183826
1,0,0,1,1,-21.505310611548136
1,1,0,1,1,-17.800135747726497
0,0,1,0,1,-24.64132451325677
0,0,0,1,0,7.526090193138427
0,1,1,0,0,-2.7954726925665696
0,0,0,0,1,-14.648003265204926
0,1,1,1,1,-3.0250218605882235
0,1,1,0,0,-2.9987950515322397
0,0,0,1,0,10.299343449363604
1,1,0,0,0,-7.707287303084861
0,1,1,0,0,-3.6484833422936567
1,1,1,0,1,-31.284436341761566
0,0,1,0,0,-1.7098963569450287
1,0,1,1,1,-25.715747010131647
1,1,1,0,0,-10.672008560326953
1,0,0,1,1,-21.704653368492483
0,0,0,0,1,-17.69289091132514
1,0,0,0,1,-19.640335237459798
1,0,1,1,0,1.904825078486137
1,1,1,1,0,7.2249878380748696
1,0,1,0,0,-5.724528701833773
0,0,0,0,1,-16.906016220203785
0,0,0,0,1,-17.534843151304575
0,1,0,0,0,-4.049705936309312
1,1,1,1,1,-17.872404635964465
1,0,0,0,1,-21.05424511360268
1,0,1,1,0,1.0276563375591696
0,1,0,1,1,-4.857386948682112
1,1,1,1,0,8.64534325241869
1,1,1,1,1,-18.21463269307301
0,0,1,1,0,14.241123372996691
0,1,0,1,0,12.608579244062234
0,1,1,0,1,-21.756776831535316
0,0,1,0,1,-26.004108114223726
1,0,1,1,0,0.637588651701197
1,0,0,0,1,-20.26891037021273
0,0,1,0,1,-23.27791855711614
1,1,1,1,0,7.412165753561175
1,1,1,1,1,-18.297970614289962
0,1,1,0,1,-22.970534258632934
1,0,1,0,0,-7.290949297385818
0,1,0,0,1,-18.38892194240314
1,1,0,0,1,-24.053552235098877
0,1,0,0,1,-19.51128573282747
0,1,1,0,0,-4.132625703974616
0,0,0,0,1,-16.753398288644565
0,0,0,1,0,8.296804370313495
0,1,0,0,0,-4.794296323929505
0,0,1,0,0,-1.2350477570841347
1,1,1,1,1,-18.83826115711945
0,1,1,0,0,-2.1174038507781465
1,1,1,1,1,-18.187220495993405
0,0,1,0,1,-23.314074836858538
0,0,0,0,0,0.28716352929910716
0,1,0,1,0,13.191646130905108
0,0,1,1,1,-9.50108985556538
1,0,1,0,0,-6.44280217405401
1,1,0,0,0,-5.859334043369602
0,1,0,0,0,-3.829210065977101
0,0,1,1,1,-10.630016278361516
1,0,0,1,0,1.3018411515216333
1,0,0,0,0,0.7460134690239013
1,1,0,0,0,-8.149482169135148
0,1,0,1,0,13.180142835575902
1,1,0,0,1,-23.154049249285734
0,0,1,1,0,13.936299883672564
0,0,0,1,1,-10.957518731898876
1,0,0,0,0,-0.286455938110348
0,1,0,0,0,-3.967974744614971
1,0,0,0,1,-18.676897807587824
1,0,1,0,1,-30.86269298693336
0,0,0,1,1,-13.112509705258452
0,0,1,0,1,-23.408421374050402
1,1,1,1,1,-19.15707917323139
1,1,1,0,0,-9.299330843173236
0,0,1,0,1,-25.94428860630914
1,0,0,1,0,3.4221954645591315
1,0,0,0,1,-19.154998116532333
1,1,1,0,0,-11.615800358429201
1,0,1,0,0,-7.092992329968089
0,0,0,0,0,-1.6530123359119382
1,1,1,1,1,-20.44848656070102
1,0,0,1,1,-20.66767345341825
0,1,0,0,0,-2.9181951106066206
1,0,1,1,0,2.1860960052919034
1,1,1,0,1,-29.482148479868133
0,1,0,1,1,-5.363569438182179
0,1,1,1,0,20.521395923979444
1,0,1,0,0,-6.229526747965144
1,0,0,1,0,3.5307982899946233
1,1,0,1,0,5.066780489965054
1,0,0,0,0,0.9018178093587335
1,0,0,1,1,-21.17905383726727
1,1,1,0,0,-9.376649950378477
1,1,0,0,1,-23.145593753497646
0,1,0,0,0,-5.836484036988796
1,1,1,1,0,6.658764562849794
0,1,1,0,1,-21.318335932482128
0,1,1,1,1,-4.155810577394497
0,1,1,1,0,20.95986919008884
0,0,0,1,1,-12.425318310977877
1,0,1,0,1,-29.66095448069982
1,0,1,0,1,-32.53090042821817
0,0,0,1,1,-12.217202564303479
0,0,0,0,1,-16.368896191355024
1,0,1,1,1,-26.607341883183718
1,0,0,1,0,1.4608500215531572
1,0,1,1,1,-25.25577127443395
0,1,1,1,1,-3.924933320419576
0,1,0,0,0,-2.817557210192212
0,1,1,0,1,-21.273148391769794
0,0,0,0,0,-1.3130792790552666
1,0,1,1,1,-25.141305844635777
0,0,0,1,1,-13.51000707644144
0,0,1,1,0,15.051654523608372
1,1,1,1,1,-18.406688998846462
1,1,0,1,0,3.600188063901838
0,0,1,1,1,-13.693606617439793
1,1,0,0,1,-21.057352289429254
1,1,1,0,0,-12.314662991042379
1,0,0,0,0,-0.45352447418837666
0,1,1,1,0,18.13169488980571
1,0,1,0,1,-32.030486825414116
0,0,1,0,1,-23.78466066157485
0,1,0,0,0,-2.3798508537576355
0,0,0,0,1,-17.15194656892017
0,1,0,1,1,-5.7184311377342665
1,1,0,0,0,-7.873449374003312
1,1,0,0,1,-20.306644490213685
1,1,1,0,1,-29.792147485766257
0,1,0,1,1,-7.2727589880179035
0,0,1,1,1,-12.540226956903403
0,1,1,1,1,-4.631485969396982
1,0,0,0,1,-19.973869542398674
1,1,1,1,1,-18.30725966398148
1,1,0,1,1,-16.485286005372345
0,0,1,0,1,-21.91427246884755
1,1,0,1,0,5.4904046263196395
0,1,1,1,0,21.458152613791807
1,1,1,1,0,7.434016874759475
1,1,1,1,1,-18.413381899606254
0,0,0,1,1,-12.63359839576915
0,1,1,0,0,-3.5966146543713147
1,1,1,1,0,6.222166174031633
1,1,0,1,0,6.5595839777687
1,1,1,1,0,6.4070005422359
0,0,1,1,0,14.742851923609544
0,1,1,0,0,-1.8520624625887976
0,1,0,1,1,-6.506069734116219
0,1,0,0,0,-2.853718156242283
0,0,1,1,0,13.460929901211031
0,0,0,0,0,1.1406560778347814
0,0,1,0,0,-2.5570401746542997
0,0,1,0,1,-22.621878674888187
0,0,1,1,0,13.648907410890171
0,0,1,1,0,14.971291939631145
0,0,0,0,0,0.7209877664846379
1,1,1,0,0,-10.360671194072966
1,0,1,1,1,-26.196713528880974
1,1,1,1,0,5.295199971991864
1,1,0,1,1,-17.043338320967976
1,1,1,0,0,-10.02746931928428
0,0,1,1,0,14.741955200118626
1,0,0,0,0,-0.29255879486517333
1,1,0,0,0,-6.15313150454725
1,0,0,0,0,-1.994861648880483
0,0,0,0,0,0.6401822036502244
0,0,0,0,0,0.6570927553915024
1,0,0,1,0,2.1999624539973515
0,1,1,1,0,20.427168844413032
0,0,0,0,0,-1.4277396735981118
0,1,1,0,1,-23.592424097900484
0,1,1,0,0,-2.565573663760949
0,1,1,1,0,18.68427388935396
1,1,0,0,1,-22.60509121717118
1,1,0,0,1,-21.48798232090069
0,1,0,1,0,10.508095815562806
0,1,0,1,1,-4.6094542768290685
0,1,1,1,1,-2.724957326506949
1,0,1,0,0,-7.702034293352728
1,1,1,0,1,-29.76986474260724
1,1,1,1,0,6.852462632639811
0,0,0,0,1,-16.42861919731738
0,0,0,0,1,-15.780841186696156
0,0,1,0,1,-22.436362124636595
0,1,1,1,0,20.795164245190097
1,1,0,1,1,-15.593388592511184
0,0,1,1,0,14.72772494774036
0,1,0,0,0,-4.68826371787224
0,1,1,0,0,-3.9466547997355246
0,1,1,0,1,-22.03374078113562
1,0,0,0,0,-0.6275806785112767
0,0,0,0,0,-1.024364490556383
0,0,0,0,1,-15.78633350539908
0,0,1,1,1,-12.036474402550216
0,0,0,1,1,-12.270891022972616
1,1,1,1,0,7.154917293448911
0,1,0,1,1,-6.969225629453225
0,1,0,0,1,-19.60860467438632
0,0,1,1,0,13.50502921003036
1,0,0,1,0,1.9414045722789963
1,1,1,1,1,-18.479521908821084
0,0,0,0,0,1.0417515434242501
0,0,1,1,0,14.661855549078345
0,1,0,0,1,-19.678305935053935
0,1,0,1,1,-6.17288079332012
0,1,1,1,0,21.174053720097547
1,0,1,1,0,2.693773168772717
1,0,0,1,1,-20.784550061826653
0,1,1,1,1,-3.495365327423272
1,1,1,1,1,-17.332914943789877
0,1,0,0,1,-17.613588590450362
1,0,0,0,0,1.2523154696419723
1,1,1,1,0,7.226474602056251
0,1,0,0,0,-3.791200626787454
0,1,0,1,1,-6.883593967289879
0,0,0,0,0,-0.6052981391856807
1,1,0,1,0,3.137663796992604
0,1,0,1,0,13.306837183161136
1,0,0,0,1,-20.932408874752717
1,1,1,0,0,-9.08671018246595
0,1,1,0,1,-24.40775907402839
1,1,0,0,1,-22.735368368275335
0,1,0,0,0,-3.4694810610826883
0,0,0,0,1,-15.726870629363997
1,0,0,0,1,-18.81303853860801
1,0,1,0,1,-30.941234699895148
1,0,0,1,1,-20.114903494443876
1,1,0,0,0,-6.341703218869857
1,0,1,0,0,-8.368463668883978
0,0,1,1,1,-12.637986670404297
1,0,1,0,0,-7.549255712439639
1,1,1,0,1,-30.122164986043572
0,0,1,1,0,13.661236930134148
1,0,1,1,1,-26.17067546057137
0,0,0,1,0,8.604106401074993
0,1,1,0,1,-22.742193416522035
0,0,0,0,0,0.47702145179744443
1,1,1,0,1,-30.102484628340115
1,0,0,1,0,4.26517342456549
1,0,1,0,1,-31.476428043058267
0,0,0,1,1,-12.350587415093274
1,1,1,0,1,-32.060364070189486
1,0,1,1,0,1.568240116917403
0,0,1,0,1,-23.779046062575055
0,1,0,0,0,-3.4687207768009936
0,1,1,1,0,18.265797017287245
0,1,0,1,1,-5.107772306750324
1,0,1,1,1,-25.736164451502148
0,0,0,0,1,-18.090884684909508
1,0,0,1,0,2.1634847254965717
0,1,0,0,0,-4.814584198884363
1,0,1,0,0,-8.613009155247699
1,1,1,0,0,-8.94633037212508
0,1,0,1,0,12.147867938455388
1,0,0,0,1,-20.204046016135834
1,1,1,0,1,-30.768518960750608
1,1,1,0,0,-10.566233258966475
1,1,1,0,1,-30.730323859780626
0,1,0,0,1,-18.952698568307696
1,1,0,1,1,-14.674352561501458
1,0,1,1,0,1.730615774657859
1,1,0,0,1,-23.58944825372539
0,0,0,1,1,-12.988798633781654
1,1,1,0,0,-9.163688112855155
1,0,0,1,1,-18.77630126267848
0,1,0,1,0,10.921344729746744
0,0,0,0,1,-16.36140551183156
1,0,0,0,1,-18.59989785629352
0,1,1,0,1,-22.62915500926474
1,0,0,1,0,2.444821358649277
1,1,0,1,1,-16.352579196177388
0,1,1,0,1,-22.182313301178763
1,0,1,1,1,-24.23691658601838
0,1,0,1,1,-5.796784737669583
0,0,1,0,1,-24.112424440238904
1,1,0,0,0,-5.390943158054195
1,1,0,1,0,3.2979946385250907
1,0,1,0,1,-31.12668933588401
0,1,1,0,0,-1.4950278588864556
1,0,1,1,1,-25.31599482162198
0,0,0,1,0,10.325625977395815
1,1,1,1,1,-18.712555155034973
0,1,0,0,1,-19.707234976096164
0,0,1,1,1,-10.894332857879565
1,1,1,1,1,-19.17129672144575
1,0,1,0,0,-7.087775766614084
1,0,0,1,1,-20.677444162261136
1,0,1,0,1,-30.05461772979337
1,1,0,1,0,4.9960262497685965
0,1,1,1,0,17.871020072786365
0,1,1,1,1,-4.360170262621555
0,1,0,0,1,-19.819528442976303
0,1,0,0,1,-18.837165589173935
1,1,0,1,1,-16.620468493431204
1,1,1,1,0,8.250219590290031
1,0,0,0,1,-19.48319522840271
1,0,0,1,1,-21.923118636472488
0,0,1,0,1,-23.30182578438923
0,0,0,0,0,1.195372318224387
0,0,0,0,1,-16.131225499230627
1,0,1,0,0,-8.212215006891874
0,1,0,0,1,-19.108589249071205
0,0,0,1,1,-11.88311577867008
0,1,0,1,0,11.486316262174341
0,0,0,1,0,9.954271936715662
1,0,1,1,1,-26.831669344469
0,1,1,0,1,-21.30993834415003
0,1,0,1,1,-7.597767455880055
0,0,1,0,0,-2.0535183422031134
1,1,1,1,1,-19.16328551148631
0,1,1,0,1,-24.081880497140574
1,1,1,0,0,-9.782835818095046
1,0,0,1,1,-20.914454821487237
0,0,1,0,0,-2.535981023738595
0,0,1,1,1,-10.282458379054098
1,1,1,1,0,8.016044526334607
1,0,1,0,1,-30.942650081687866
1,1,1,0,0,-11.010882097148189
1,0,1,1,1,-26.87817756859262
1,0,0,1,1,-21.349509974571806
1,1,0,1,1,-17.184930450374466
1,1,1,0,1,-30.434629000853963
0,1,1,1,0,20.513944660267942
0,1,1,1,1,-4.563038813071935
0,1,1,1,0,19.592164751412135
1,0,1,0,1,-29.904342714103652
0,1,1,0,0,-3.3337551686154163
0,0,0,0,0,-0.8062490482697087
0,0,0,0,0,-1.1919789706177193
0,0,0,0,1,-19.816962932667373
1,0,0,0,0,0.010507049976210658
0,0,1,1,1,-13.17467587990288
1,1,0,0,0,-4.851658109175473
1,0,0,1,1,-20.435431750586467
0,1,0,0,0,-5.129343030063052
0,1,0,0,1,-18.657847013356825
1,0,0,1,0,3.3459519420590924
0,1,1,1,0,19.335660893605116
0,1,1,1,0,20.68596988457966
0,1,1,0,1,-23.813471108242798
1,0,1,1,0,3.555781929795043
0,1,1,0,1,-21.808237011986883
0,1,0,0,1,-19.080947845910938
1,0,1,1,0,3.136300012403288
0,0,1,0,0,-2.2211914502286048
0,0,0,0,0,0.11841824895593214
0,0,0,0,1,-17.57988932470638
0,0,1,1,1,-11.591926037662345
1,0,1,0,0,-8.007248178203831
0,0,0,1,1,-12.815959872141324
0,1,1,0,1,-24.728105459913813
1,0,1,1,1,-24.60434142694934
0,0,0,1,1,-10.767969018408571
0,1,0,0,0,-4.754036028713407
1,0,0,1,0,3.99346696967541
0,0,0,1,0,9.249888274954541
0,1,1,1,0,20.641756270216753
1,1,0,1,0,2.659465831786505
0,0,1,1,1,-11.867217195974607
0,0,0,0,0,0.7983686350723789
1,1,0,0,0,-7.621322981892991
0,0,0,0,0,-2.6725988498864997
1,1,1,0,0,-11.190746867306352
1,0,1,0,0,-5.00589071599485
0,1,1,0,0,-2.524783368256063
0,0,0,0,0,-0.4781213200802951
0,0,1,0,0,-0.2705557075883904
1,0,1,0,1,-30.443712526778942
1,1,1,0,0,-10.55313519153226
1,0,0,0,1,-20.436959196413852
0,1,1,1,1,-2.9608729736485127
1,0,0,0,0,2.035616582394812
0,0,1,0,0,-0.9823255124065207
0,1,0,0,1,-19.444880287327425
1,0,1,0,1,-31.125204261590177
0,1,0,1,1,-7.3060496102987695
0,1,0,1,0,11.841002638704555
1,0,1,0,1,-31.83553428794256
0,0,1,1,1,-11.691699568964902
1,1,0,0,1,-22.693029342338008
1,0,1,1,0,2.5990265705215463
0,0,0,1,0,10.522986425716457
0,0,0,1,1,-9.8109796885017
1,1,0,1,0,4.655933187561808
0,0,1,1,0,13.50686740927694
1,1,1,0,0,-10.068817874926692
0,1,0,0,0,-3.2814282437362676
0,1,1,0,1,-20.654746038709533
0,0,0,0,0,0.32521125191605604
1,0,0,1,0,3.009102520967647
0,0,0,1,1,-12.148048084231156
1,1,0,0,1,-23.14566542987676
0,1,1,0,0,-4.889405437382855
0,1,0,1,1,-5.413157340557392
1,0,1,1,0,1.5654790398943452
0,0,1,0,0,-2.2611792428711346
1,1,0,0,0,-5.589185945534437
0,1,0,0,0,-3.072711305728467
1,1,0,1,1,-16.816222909376798
1,1,1,1,1,-18.28932406916292
1,0,1,0,0,-8.055784922597464
1,1,1,1,1,-19.14332318589439
0,1,1,0,1,-24.677313692150474
1,1,1,0,1,-29.545975896204123
1,0,0,1,1,-20.42374577626174
0,0,1,0,0,-3.320259749348712
1,1,1,1,1,-19.662107332433916
0,1,1,0,0,-0.886384676553055
1,0,1,1,0,3.0268395775644574
1,0,1,0,0,-8.759217526760848
1,1,1,0,0,-8.949410385805818
0,1,0,0,1,-19.82342862554769
1,1,1,0,0,-7.624115234215996
1,0,0,1,0,3.1130866459296325
1,1,0,0,0,-6.11564477235422
1,1,1,1,0,7.941342428464441
1,1,0,1,1,-17.057732577558276
0,1,1,0,1,-24.54461285506059
1,1,1,1,1,-16.950448374144944
1,1,1,1,0,6.748031207960637
1,1,0,1,0,3.663295161502355
1,1,0,1,1,-14.987387458183804
0,0,1,1,1,-12.33418347093186
1,0,0,1,0,3.2757651664765715
0,0,0,0,1,-15.495250987215968
1,1,0,0,0,-5.766493995664899
0,0,1,1,1,-11.873463129904907
0,0,0,0,1,-18.573554521030413
1,1,0,1,1,-17.2278975093985
0,1,1,0,1,-22.367725822694947
0,1,1,1,1,-3.6335812940358103
1,1,1,1,0,5.959447423634341
0,1,1,0,1,-21.54257544597822
1,0,0,0,1,-17.946705097177773
1,0,0,0,1,-19.966514749490557
0,0,1,0,1,-23.73920501255424
1,0,0,1,0,2.560260410550314
1,1,0,1,0,4.371775645032921
1,0,0,1,1,-22.545565435748998
1,1,1,1,0,5.598277957727072
0,1,1,0,1,-22.770839415531764
1,1,1,1,0,7.332252233526786
0,1,0,0,0,-3.1179858525303876
1,1,1,0,1,-30.184348126928164
1,0,1,1,1,-24.52771760710079
1,1,0,1,1,-16.26959604458511
0,0,0,0,0,0.3720058139325378
0,0,1,0,1,-23.466234765385
0,1,1,1,0,17.48555808988047
0,0,0,1,0,11.54589051153598
1,0,0,0,0,-1.2501569302842155
0,0,1,0,0,-1.6563765860036201
0,0,0,1,0,8.90530398166038
0,0,1,1,0,15.007383213989113
1,0,0,0,0,-0.28298066826914814
1,1,0,1,1,-16.96191337265841
1,1,1,0,1,-31.465982827068938
1,1,1,0,1,-31.528575193076225
1,1,0,0,1,-22.793943461027446
0,0,1,1,0,13.14620807795675
0,0,1,1,0,13.779889103897212
1,1,0,0,1,-21.62864769137824
1,1,1,0,1,-30.153076799618336
1,0,1,1,0,1.4354377266499245
0,1,1,1,1,-2.3184396358782395
1,1,0,1,1,-16.57943856337242
0,0,0,0,0,-0.26791869121839845
0,0,0,1,0,9.653577726584974
0,1,1,0,1,-23.78269732355434
0,0,1,1,1,-11.837494226518318
1,1,1,1,1,-17.564556704733267
0,0,0,0,1,-19.343043452209216
1,1,1,1,1,-18.697737489141147
1,1,1,1,0,8.84194562245627
0,1,0,1,0,12.559365874423932
1,0,0,1,0,2.5854756113893296
0,1,1,0,1,-23.113564916837614
1,1,1,1,1,-18.955400183033834
0,0,1,1,1,-11.426530718353112
1,0,1,1,1,-26.47659497160664
0,0,0,1,0,9.584265595500451
0,1,1,0,1,-22.912280648622744
0,1,0,0,0,-3.846067029134346
1,1,1,1,1,-19.96587516454265
0,0,0,0,0,-0.3370634158537435
0,0,0,0,1,-16.564385266291936
1,1,1,1,0,8.03233280719195
0,1,1,0,1,-22.9173346049819
0,1,0,1,1,-6.904105959131366
1,0,1,0,0,-5.989251967254962
1,1,1,0,1,-33.03758198969073
0,1,0,1,0,11.127419866601869
0,1,1,0,0,-4.303628611112249
1,1,1,0,0,-9.245586742281315
0,0,1,1,1,-11.80673137286035
1,1,1,1,0,7.307208271393637
1,0,1,0,0,-6.484802934174939
1,0,0,0,0,0.4762760610499953
1,1,1,0,1,-30.893723185177766
1,0,1,1,1,-23.718152987423768
1,0,1,1,1,-25.58314990737179
0,1,0,1,1,-4.945427637607226
0,1,1,1,1,-4.203453231095339
1,0,0,0,0,-2.2401205706801655
0,0,0,0,0,-0.28946592908012264
0,0,1,0,1,-22.77307929506354
1,0,0,1,1,-20.261974405603308
0,1,1,1,0,19.944211068113724
1,0,0,1,0,2.2009503094657377
0,1,1,1,1,-4.784537015404883
0,0,0,1,1,-14.45405073572634
0,0,0,0,1,-17.55129924763959
0,1,1,1,1,-3.513797231420966
0,0,1,1,0,16.069654716633522
0,0,0,1,0,7.394037009769642
1,1,0,1,1,-17.291970122994417
0,0,1,1,1,-12.691614753381025
0,1,1,0,0,-4.347199409748051
0,1,0,1,0,12.137006159948731
1,0,1,1,0,3.2404046185790953
0,1,0,1,1,-6.5737333199265064
1,1,1,1,1,-19.446255224535896
1,0,0,0,1,-19.742957171538134
0,0,1,1,1,-10.135242330106744
1,0,1,0,1,-33.02711684270173
0,1,1,0,0,-1.3375520569273998
1,0,0,0,0,-1.1247272222344427
0,0,1,1,1,-14.073535281128837
0,0,1,1,1,-12.12849957875762
0,1,0,0,0,-4.682810867379462
1,1,1,0,1,-32.71516300999451
1,0,0,0,0,-0.26750963989139304
1,0,0,1,0,2.9733851472200086
0,0,0,1,1,-12.501874668590764
0,0,0,1,1,-10.962769720533274
1,0,1,0,0,-7.922345814647258
1,1,0,0,0,-7.043763467323516
0,0,0,0,0,1.4553534065279945
0,1,1,1,0,19.917909238302045
1,1,1,1,0,9.079373684986152
0,1,0,1,1,-5.912655303002956
1,0,1,1,1,-25.418825915620175
0,0,0,0,1,-16.561965618318062
1,0,0,0,0,-1.2222455257910543
0,0,1,1,1,-11.559686951539051
1,0,1,1,1,-26.98774283934294
1,0,1,1,0,2.368260310398218
1,1,0,1,0,4.331835069145217
0,0,0,1,1,-11.218926775947962
1,1,0,0,1,-21.848365657541137
1,1,0,1,0,5.315887091832526
0,0,1,1,1,-9.99929764589589
1,1,0,0,1,-22.0977490218471
0,0,0,0,1,-17.92120542577346
0,1,0,0,0,-3.491609788802432
0,0,1,0,0,-0.4757451914457127
0,0,0,1,1,-11.33580206222545
0,1,0,1,0,12.623821397002395
0,0,1,0,1,-23.99313859228162
0,0,0,1,1,-13.191492620661657
0,1,0,0,1,-20.033613659096034
1,0,1,1,1,-24.103255783254358
1,0,0,1,1,-20.171165067532485
0,0,1,0,1,-23.6992382846365
0,1,1,1,1,-6.207128824244363
0,1,0,0,0,-3.312185177054315
