id,hhid,wt88,coll,hgc23,yearsr,fatherdec,offer
2603,2603,482535,1,16,80,Father not deceased,1
2604,2603,519184,0,12,82,Father not deceased,0
2610,2610,546849,0,12,80,Father not deceased,1
2611,2611,453512,1,16,80,Father not deceased,1
2614,2614,526017,0,12,79,Father not deceased,1
2615,2614,599296,0,12,82,Father not deceased,0
2622,2620,651582,1,18,81,Father not deceased,1
2626,2626,577012,1,16,79,Father not deceased,1
2627,2627,600598,1,14,82,Father not deceased,0
2629,2629,457256,0,12,79,Father not deceased,1
2630,2630,487224,1,16,82,Father deceased,0
2631,2631,518789,0,13,79,Father not deceased,1
2633,2633,429707,1,16,80,Father not deceased,1
2638,2637,516348,1,13,81,Father not deceased,1
2642,2642,443317,1,14,80,Father not deceased,1
2643,2643,117593,0,12,80,Father not deceased,1
2644,2643,166788,1,15,83,Father not deceased,0
2648,2646,105372,1,15,81,Father not deceased,1
2649,2649,117593,1,13,79,Father not deceased,1
2650,2649,126824,0,12,80,Father not deceased,1
2652,2649,176375,0,12,83,Father not deceased,0
2654,2653,130350,0,12,80,Father not deceased,1
2657,2656,101775,1,12,81,Father not deceased,1
2665,2665,113475,0,12,80,Father not deceased,1
2669,2668,141382,0,12,80,Father not deceased,1
2677,2676,99826,0,12,81,Father not deceased,1
2678,2678,123489,1,14,80,Father not deceased,1
2680,2680,544672,1,16,79,Father not deceased,1
2687,2687,156234,1,14,79,Father not deceased,1
2690,2690,88205,0,12,80,Father not deceased,1
2691,2691,94280,0,12,82,Father deceased,0
2692,2692,133252,0,12,79,Father deceased,1
2695,2695,88205,1,16,81,Father not deceased,1
2696,2695,149231,0,12,82,Father not deceased,0
2699,2698,141382,0,12,80,Father not deceased,1
2700,2698,133252,0,12,81,Father deceased,1
2701,2701,98006,1,16,80,Father deceased,1
2706,2706,98006,0,12,82,Father not deceased,0
2707,2706,165812,0,12,83,Father not deceased,0
2708,2708,116905,0,12,81,Father not deceased,1
2710,2708,175344,0,12,83,Father not deceased,0
2713,2713,180919,0,12,83,Father not deceased,0
2714,2714,582443,1,16,79,Father not deceased,1
2715,2715,552976,1,14,82,Father not deceased,0
2718,2717,152201,0,12,79,Father not deceased,1
2722,2721,460549,0,12,80,Father not deceased,1
2725,2725,556746,1,14,82,Father not deceased,0
2727,2727,513442,1,14,81,Father not deceased,1
2731,2731,460549,1,15,80,Father not deceased,1
2732,2732,457675,0,12,81,Father not deceased,1
2734,2733,152201,0,12,79,Father not deceased,1
2735,2733,131606,0,12,79,Father not deceased,1
2739,2738,113172,1,16,80,Father not deceased,1
2740,2738,133179,1,16,82,Father not deceased,0
2743,2743,120613,0,12,80,Father not deceased,1
2754,2754,645903,1,16,82,Father not deceased,0
2760,2760,584223,0,12,82,Father not deceased,0
2765,2765,483537,1,14,81,Father not deceased,1
2767,2766,584223,1,12,82,Father not deceased,0
2768,2768,162122,1,12,79,Father not deceased,1
2772,2770,152761,0,12,82,Father not deceased,0
2773,2773,146026,1,14,80,Father not deceased,1
2776,2774,576895,1,14,80,Father not deceased,1
2779,2779,525790,0,12,79,Father not deceased,1
2780,2780,547710,0,12,83,Father not deceased,0
2783,2783,453316,0,12,80,Father deceased,1
2786,2785,528467,0,12,82,Father not deceased,0
2791,2789,158471,1,14,81,Father deceased,1
2794,2792,158471,0,12,81,Father deceased,1
2798,2798,162347,0,12,80,Father not deceased,1
2800,2800,576895,1,15,79,Father not deceased,1
2801,2801,453316,0,12,80,Father not deceased,1
2802,2801,513994,1,12,82,Father not deceased,0
2803,2803,146026,1,13,79,Father not deceased,1
2804,2803,138051,1,16,81,Father not deceased,1
2805,2805,171677,1,14,80,Father not deceased,1
2806,2806,533053,1,15,81,Father not deceased,1
2808,2808,586209,0,12,82,Father not deceased,0
2810,2809,459827,0,12,80,Father not deceased,1
2811,2809,513994,0,12,81,Father not deceased,1
2814,2813,435738,1,16,79,Father not deceased,1
2815,2813,547710,1,13,82,Father not deceased,0
2818,2818,541116,0,12,82,Father not deceased,0
2824,2823,663876,0,12,81,Father not deceased,1
2825,2823,663876,0,12,81,Father not deceased,1
2832,2832,622118,0,12,82,Father not deceased,0
2837,2837,622118,0,11,81,Father not deceased,1
2838,2838,807395,1,13,80,Father not deceased,1
2840,2839,810877,1,13,81,Father not deceased,1
2843,2843,810877,1,14,82,Father not deceased,0
2845,2845,601049,1,16,81,Father not deceased,1
2846,2845,844803,1,16,82,Father not deceased,0
2847,2845,844803,1,14,82,Father not deceased,0
2850,2850,717893,1,16,80,Father not deceased,1
2851,2850,681501,1,18,81,Father not deceased,1
2853,2853,583929,0,12,79,Father not deceased,1
2854,2854,503442,0,13,80,Father not deceased,1
2855,2854,707613,0,12,82,Father not deceased,0
2857,2856,640686,0,12,80,Father not deceased,1
2858,2856,570829,0,12,81,Father not deceased,1
2860,2859,570829,1,16,81,Father not deceased,1
2861,2861,611332,1,16,81,Father not deceased,1
2863,2862,707613,0,12,82,Father not deceased,0
2867,2864,597488,0,11,82,Father not deceased,0
2870,2868,594923,1,14,80,Father not deceased,1
2871,2868,530056,1,15,82,Father not deceased,0
2873,2872,467482,1,17,80,Father not deceased,1
2881,2879,528870,0,12,81,Father not deceased,1
2883,2882,552113,0,12,80,Father not deceased,1
2888,2887,963313,1,13,81,Father not deceased,1
2889,2889,657476,1,16,81,Father not deceased,1
2892,2892,912157,1,17,82,Father not deceased,0
2894,2894,732849,1,16,80,Father not deceased,1
2896,2894,925437,1,16,79,Father not deceased,1
2899,2899,649052,1,16,80,Father not deceased,1
2903,2901,644045,1,16,80,Father not deceased,1
2904,2904,812360,1,15,80,Father not deceased,1
2905,2905,819619,1,16,79,Father not deceased,1
2906,2905,644045,1,16,80,Father not deceased,1
2907,2907,652364,1,15,80,Father not deceased,1
2910,2910,763792,1,16,82,Father not deceased,0
2912,2911,89967,0,12,81,Father not deceased,1
2914,2914,152201,1,13,79,Father not deceased,1
2920,2918,753941,0,12,79,Father not deceased,1
2921,2918,696821,0,12,82,Father not deceased,0
2922,2922,522108,0,12,79,Father not deceased,1
2923,2923,438041,0,11,81,Father not deceased,1
2924,2923,525133,0,12,82,Father not deceased,0
2927,2925,501594,0,12,79,Father deceased,1
2928,2928,627294,1,16,81,Father not deceased,1
2937,2937,434670,1,13,80,Father not deceased,1
2938,2938,558350,1,13,79,Father not deceased,1
2942,2942,187679,1,13,82,Father not deceased,0
2943,2943,713759,1,16,82,Father not deceased,0
2944,2944,140087,0,12,81,Father not deceased,1
2945,2945,423039,1,12,80,Father not deceased,1
2946,2945,674827,1,15,82,Father not deceased,0
2950,2948,479665,1,14,81,Father not deceased,1
2952,2952,573451,0,12,80,Father not deceased,1
2954,2954,511128,1,13,83,Father not deceased,0
2956,2955,428504,1,15,80,Father not deceased,1
2957,2955,513699,1,16,81,Father not deceased,1
2958,2955,493171,1,16,82,Father not deceased,0
2959,2959,613636,1,16,81,Father not deceased,1
2960,2960,479665,0,12,83,Father not deceased,0
2962,2961,538365,1,16,79,Father not deceased,1
2963,2963,423039,1,14,80,Father not deceased,1
2967,2965,127058,1,14,83,Father not deceased,0
2972,2972,495456,0,14,80,Father not deceased,1
2973,2972,427164,0,12,80,Father not deceased,1
2975,2975,427164,1,14,80,Father not deceased,1
2976,2976,449745,0,12,82,Father not deceased,0
2977,2977,401776,0,12,80,Father deceased,1
2979,2979,461424,0,12,80,Father not deceased,1
2982,2982,528870,1,16,80,Father not deceased,1
2983,2982,681406,1,12,83,Father not deceased,0
2984,2982,673045,1,16,79,Father deceased,1
2985,2982,638995,1,14,82,Father not deceased,0
2989,2988,638995,1,16,82,Father not deceased,0
2990,2990,434282,0,12,80,Father not deceased,1
2991,2991,434963,1,16,80,Father not deceased,1
2993,2992,434282,0,12,80,Father not deceased,1
2998,2997,504784,0,12,79,Father not deceased,1
3006,3006,145459,1,14,79,Father deceased,1
3016,3015,575630,1,16,79,Father not deceased,1
3018,3017,527308,1,16,82,Father not deceased,0
3019,3019,575630,1,16,79,Father not deceased,1
3020,3019,457138,0,12,81,Father not deceased,1
3023,3022,433190,0,12,79,Father not deceased,1
3024,3024,628715,0,12,81,Father not deceased,1
3026,3025,705655,1,13,79,Father not deceased,1
3030,3030,185655,0,11,80,Father not deceased,1
3032,3032,190251,0,11,79,Father deceased,1
3042,3042,485952,0,12,79,Father not deceased,1
3049,3048,511055,0,12,83,Father not deceased,0
3055,3054,128271,0,12,81,Father not deceased,1
3056,3056,432711,0,12,80,Father not deceased,1
3063,3063,624096,0,12,80,Father not deceased,1
3065,3064,148162,0,12,79,Father not deceased,1
3071,3069,233803,0,12,82,Father deceased,0
3072,3072,233803,0,12,82,Father not deceased,0
3073,3073,154306,0,12,79,Father not deceased,1
3076,3075,183921,0,12,82,Father not deceased,0
3078,3077,154306,1,16,79,Father not deceased,1
3080,3079,481791,0,12,80,Father not deceased,1
3081,3079,544055,0,12,81,Father not deceased,1
3082,3079,718870,0,12,83,Father not deceased,0
3085,3085,508427,1,16,80,Father not deceased,1
3086,3085,718870,1,16,82,Father not deceased,0
3091,3091,717201,1,14,82,Father not deceased,0
3097,3096,632796,1,16,80,Father not deceased,1
3099,3098,587507,1,16,81,Father not deceased,1
3106,3105,625503,1,17,81,Father not deceased,1
3107,3107,625503,1,15,82,Father not deceased,0
3109,3109,502423,1,14,79,Father not deceased,1
3112,3111,544055,0,12,80,Father not deceased,1
3114,3114,757176,0,12,80,Father not deceased,1
3115,3114,508427,0,12,80,Father not deceased,1
3120,3119,533848,1,13,80,Father not deceased,1
3124,3123,787993,0,12,79,Father not deceased,1
3126,3126,754813,0,12,81,Father not deceased,1
3127,3126,624727,0,12,81,Father not deceased,1
3128,3128,795034,0,12,79,Father not deceased,1
3129,3128,533848,1,12,80,Father not deceased,1
3133,3132,630034,1,16,79,Father not deceased,1
3135,3135,630034,0,12,79,Father not deceased,1
3139,3139,505871,1,16,82,Father not deceased,0
3141,3141,418689,1,16,80,Father not deceased,1
3142,3142,505871,1,16,82,Father not deceased,0
3143,3143,513373,1,16,79,Father not deceased,1
3145,3145,486354,1,16,79,Father not deceased,1
3151,3151,513242,0,12,80,Father not deceased,1
3153,3152,486354,1,16,79,Father not deceased,1
3155,3155,823810,1,13,81,Father not deceased,1
3156,3156,507181,1,16,79,Father not deceased,1
3157,3156,638818,1,16,82,Father not deceased,0
3160,3159,401776,1,16,80,Father not deceased,1
3161,3159,462409,1,15,82,Father not deceased,0
3162,3162,564830,1,16,82,Father not deceased,0
3165,3163,514047,0,12,80,Father not deceased,1
3166,3166,500314,1,16,79,Father not deceased,1
3171,3171,401776,1,17,80,Father not deceased,1
3175,3175,150407,0,12,79,Father not deceased,1
3178,3176,150407,0,12,79,Father not deceased,1
3185,3185,587156,1,16,80,Father deceased,1
3189,3188,233585,1,16,79,Father not deceased,1
3191,3190,159763,1,13,82,Father not deceased,0
3193,3193,523326,0,12,79,Father not deceased,1
3194,3194,674360,0,11,79,Father not deceased,1
3197,3196,689318,0,12,79,Father not deceased,1
3199,3199,630570,0,12,80,Father not deceased,1
3201,3200,712060,0,12,81,Father not deceased,1
3203,3202,529903,0,12,81,Father not deceased,1
3204,3202,783066,0,12,82,Father not deceased,0
3205,3205,783066,1,16,82,Father not deceased,0
3206,3206,712060,0,12,81,Father not deceased,1
3209,3207,641420,0,12,80,Father not deceased,1
3210,3210,509981,0,12,80,Father not deceased,1
3213,3213,578244,0,12,81,Father not deceased,1
3214,3213,578244,0,12,82,Father not deceased,0
3219,3218,619507,1,14,79,Father not deceased,1
3220,3218,486800,0,12,80,Father not deceased,1
3221,3218,719372,0,12,82,Father not deceased,0
3223,3222,672749,1,16,81,Father not deceased,1
3225,3225,611304,1,14,80,Father not deceased,1
3228,3228,493088,1,16,80,Father not deceased,1
3229,3228,567502,1,16,82,Father not deceased,0
3236,3236,659425,0,12,82,Father not deceased,0
3239,3238,136900,1,17,79,Father not deceased,1
3240,3240,567882,1,16,79,Father not deceased,1
3242,3242,796510,0,12,79,Father not deceased,1
3244,3243,681397,1,16,81,Father not deceased,1
3245,3245,700780,0,12,81,Father not deceased,1
3247,3246,507083,0,12,80,Father not deceased,1
3248,3248,154289,0,12,81,Father not deceased,1
3249,3249,603416,1,14,79,Father not deceased,1
3250,3250,603416,1,14,79,Father not deceased,1
3251,3250,574958,0,12,81,Father not deceased,1
3252,3252,636776,0,12,80,Father not deceased,1
3253,3252,681397,0,12,82,Father not deceased,0
3254,3252,749346,0,12,82,Father not deceased,0
3255,3255,645320,1,13,79,Father not deceased,1
3265,3264,141615,0,12,82,Father not deceased,0
3267,3266,141615,0,12,81,Father not deceased,1
3273,3273,120252,0,11,80,Father not deceased,1
3279,3277,170881,0,12,79,Father not deceased,1
3280,3277,114791,0,12,81,Father not deceased,1
3281,3281,113808,1,13,79,Father not deceased,1
3282,3282,105524,1,13,80,Father not deceased,1
3283,3282,141615,0,12,82,Father not deceased,0
3285,3285,79600,0,12,81,Father not deceased,1
3287,3287,540757,0,12,81,Father not deceased,1
3291,3289,594681,1,15,82,Father not deceased,0
3295,3294,501629,1,14,80,Father not deceased,1
3304,3304,110262,1,13,79,Father not deceased,1
3305,3304,149195,1,15,82,Father not deceased,0
3312,3312,160741,1,15,79,Father not deceased,1
3323,3322,178957,0,13,79,Father not deceased,1
3329,3329,508757,0,12,80,Father not deceased,1
3330,3329,585536,0,12,83,Father not deceased,0
3337,3337,424391,1,16,79,Father not deceased,1
3339,3338,424391,1,12,79,Father not deceased,1
3341,3341,424391,1,16,79,Father deceased,1
3346,3345,449745,0,12,82,Father not deceased,0
3349,3347,442564,1,12,79,Father not deceased,1
3350,3347,492868,1,14,81,Father deceased,1
3352,3351,447853,1,16,80,Father not deceased,1
3353,3353,504784,0,12,80,Father not deceased,1
3354,3353,396652,0,14,80,Father not deceased,1
3357,3357,479247,1,16,83,Father not deceased,0
3360,3360,527025,1,16,82,Father not deceased,0
3361,3361,449745,1,14,81,Father not deceased,1
3363,3363,527025,0,12,82,Father not deceased,0
3365,3364,588340,1,14,82,Father not deceased,0
3367,3367,494053,1,16,79,Father not deceased,1
3368,3367,622283,1,16,82,Father not deceased,0
3370,3370,622283,1,16,82,Father not deceased,0
3374,3372,471025,0,12,80,Father not deceased,1
3377,3375,531825,1,17,80,Father not deceased,1
3379,3378,534073,1,16,81,Father not deceased,1
3381,3380,599431,0,12,80,Father not deceased,1
3382,3382,471025,1,16,81,Father deceased,1
3384,3384,531825,1,14,80,Father deceased,1
3385,3384,534073,1,12,81,Father not deceased,1
3388,3387,183463,1,16,81,Father deceased,1
3393,3393,212711,1,13,82,Father not deceased,0
3395,3395,181476,1,14,80,Father not deceased,1
3396,3396,694141,0,12,80,Father not deceased,1
3397,3396,818299,0,12,81,Father not deceased,1
3401,3401,603837,0,12,79,Father not deceased,1
3404,3404,520606,1,15,80,Father not deceased,1
3405,3404,629011,0,12,82,Father not deceased,0
3406,3406,613725,1,16,81,Father not deceased,1
3409,3408,576070,1,13,80,Father not deceased,1
3416,3416,533422,0,12,79,Father not deceased,1
3418,3416,671869,0,12,82,Father not deceased,0
3421,3421,508462,0,12,79,Father not deceased,1
3425,3423,567799,1,13,82,Father not deceased,0
3426,3426,536573,1,16,80,Father not deceased,1
3431,3428,524703,1,16,81,Father not deceased,1
3442,3442,515709,1,16,80,Father not deceased,1
3443,3442,569209,1,16,81,Father not deceased,1
3450,3449,505964,1,15,82,Father not deceased,0
3452,3452,504485,0,12,81,Father not deceased,1
3453,3453,539152,0,12,82,Father not deceased,0
3456,3455,474864,0,12,79,Father not deceased,1
3457,3455,458408,1,14,81,Father not deceased,1
3458,3455,458408,1,14,81,Father not deceased,1
3459,3459,504485,0,13,81,Father not deceased,1
3460,3459,520210,0,12,83,Father not deceased,0
3461,3461,567882,1,14,79,Father not deceased,1
3462,3461,446234,0,13,80,Father not deceased,1
3463,3461,505964,1,15,81,Father not deceased,1
3464,3464,567882,1,16,79,Father not deceased,1
3465,3464,490531,0,12,81,Father not deceased,1
3466,3464,539152,1,14,82,Father not deceased,0
3469,3469,570568,1,16,82,Father not deceased,0
3471,3470,446234,0,12,80,Father not deceased,1
3473,3472,446234,0,12,80,Father not deceased,1
3474,3472,446234,0,12,80,Father not deceased,1
3477,3477,434393,1,12,79,Father not deceased,1
3479,3478,539152,0,12,82,Father not deceased,0
3485,3485,521019,1,16,80,Father not deceased,1
3488,3486,539722,0,12,79,Father not deceased,1
3489,3489,523714,0,12,80,Father not deceased,1
3491,3491,483245,0,12,80,Father not deceased,1
3492,3492,550763,0,12,81,Father not deceased,1
3497,3496,586890,1,13,82,Father not deceased,0
3507,3505,538986,1,14,80,Father not deceased,1
3508,3508,534499,0,12,80,Father not deceased,1
3511,3511,526148,0,12,80,Father not deceased,1
3512,3512,619161,0,12,82,Father not deceased,0
3513,3513,673045,0,12,79,Father not deceased,1
3514,3514,526148,0,12,80,Father not deceased,1
3516,3516,599660,0,12,81,Father not deceased,1
3520,3518,633344,1,15,80,Father not deceased,1
3521,3518,564288,1,13,81,Father not deceased,1
3522,3522,529808,0,12,83,Father not deceased,0
3523,3523,529808,0,12,81,Father not deceased,1
3528,3526,633344,1,13,80,Father not deceased,1
3529,3526,564288,1,15,82,Father not deceased,0
3530,3530,627736,1,16,79,Father not deceased,1
3536,3534,98395,1,16,80,Father not deceased,1
3540,3539,156457,0,11,79,Father not deceased,1
3543,3543,202292,1,12,82,Father not deceased,0
3544,3543,183445,0,12,82,Father deceased,0
3545,3545,183445,1,14,81,Father not deceased,1
3546,3545,202292,1,15,82,Father not deceased,0
3548,3547,165285,1,12,80,Father not deceased,1
3549,3549,536672,0,12,80,Father not deceased,1
3550,3550,548968,0,12,80,Father not deceased,1
3551,3550,508557,1,15,80,Father not deceased,1
3552,3550,631546,0,12,82,Father not deceased,0
3553,3553,479413,0,12,80,Father not deceased,1
3557,3556,508557,0,12,79,Father not deceased,1
3558,3556,574280,1,13,81,Father not deceased,1
3560,3559,574280,0,12,81,Father not deceased,1
3563,3562,143522,0,12,79,Father not deceased,1
3564,3562,115153,0,12,79,Father not deceased,1
3568,3567,529546,0,12,80,Father not deceased,1
3569,3567,529526,0,12,81,Father not deceased,1
3573,3573,530377,0,12,80,Father not deceased,1
3574,3573,659111,0,12,82,Father not deceased,0
3582,3582,535323,1,15,80,Father not deceased,1
3583,3582,604505,1,16,81,Father not deceased,1
3585,3584,594643,1,16,79,Father not deceased,1
3588,3587,594643,1,13,80,Father not deceased,1
3592,3591,467262,0,12,80,Father not deceased,1
3593,3591,529806,0,12,82,Father not deceased,0
3595,3594,541965,0,12,79,Father not deceased,1
3596,3594,564559,0,12,82,Father deceased,0
3599,3598,594643,0,12,79,Father not deceased,1
3601,3601,566955,1,13,82,Father not deceased,0
3604,3602,467262,0,12,80,Father not deceased,1
3606,3606,548846,0,13,79,Father not deceased,1
3612,3610,478281,0,12,81,Father not deceased,1
3615,3615,448389,0,12,80,Father not deceased,1
3616,3616,508408,0,12,81,Father not deceased,1
3620,3620,570625,0,12,80,Father not deceased,1
3622,3621,520075,0,12,80,Father not deceased,1
3623,3623,448389,1,16,80,Father not deceased,1
3624,3624,508427,1,16,80,Father not deceased,1
3625,3624,598308,1,16,82,Father not deceased,0
3629,3628,535959,1,16,80,Father not deceased,1
3630,3630,629718,1,15,82,Father not deceased,0
3633,3632,492878,0,12,81,Father not deceased,1
3636,3636,542028,1,15,82,Father not deceased,0
3640,3639,550246,0,12,82,Father not deceased,0
3642,3642,455415,1,16,80,Father not deceased,1
3643,3642,542028,1,16,82,Father not deceased,0
3645,3645,670270,1,13,79,Father not deceased,1
3650,3650,436471,0,12,80,Father not deceased,1
3654,3654,542028,0,12,82,Father not deceased,0
3655,3654,436471,0,12,79,Father not deceased,1
3656,3656,455415,1,16,80,Father not deceased,1
3657,3657,138099,0,11,79,Father not deceased,1
3658,3657,138099,0,12,79,Father not deceased,1
3661,3661,436471,1,14,79,Father not deceased,1
3663,3663,458121,1,16,79,Father not deceased,1
3666,3666,108594,1,13,79,Father not deceased,1
3667,3667,458121,1,14,79,Father not deceased,1
3669,3668,484208,1,16,80,Father not deceased,1
3670,3670,455415,1,17,80,Father not deceased,1
3671,3670,542028,1,16,82,Father not deceased,0
3674,3673,455162,1,16,79,Father not deceased,1
3675,3673,530914,1,15,83,Father not deceased,0
3676,3676,549827,1,15,79,Father not deceased,1
3677,3676,506898,1,16,81,Father not deceased,1
3679,3678,461325,1,15,80,Father not deceased,1
3680,3680,516374,1,14,81,Father not deceased,1
3681,3681,436471,1,16,79,Father not deceased,1
3687,3685,477136,1,16,79,Father not deceased,1
3690,3689,579567,1,16,80,Father not deceased,1
3692,3692,149249,1,12,79,Father not deceased,1
3696,3695,156974,1,15,82,Father not deceased,0
3699,3699,142365,0,12,80,Father not deceased,1
3718,3716,540072,0,12,81,Father not deceased,1
3724,3723,558269,0,12,81,Father not deceased,1
3732,3732,597881,1,12,83,Father not deceased,0
3734,3734,504705,1,14,80,Father not deceased,1
3735,3735,593928,0,12,82,Father not deceased,0
3737,3736,478264,0,12,79,Father not deceased,1
3738,3738,478264,0,12,80,Father not deceased,1
3741,3739,504705,0,12,81,Father not deceased,1
3743,3743,609221,1,16,79,Father not deceased,1
3747,3747,609221,1,14,79,Father not deceased,1
3750,3748,478718,0,12,80,Father not deceased,1
3753,3752,524994,0,12,79,Father not deceased,1
3754,3754,503436,0,12,79,Father deceased,1
3756,3756,568496,0,12,81,Father not deceased,1
3757,3757,503913,1,17,80,Father not deceased,1
3759,3758,503436,0,12,79,Father not deceased,1
3760,3758,571363,0,12,81,Father not deceased,1
3765,3764,611904,0,12,81,Father not deceased,1
3770,3770,517438,0,12,79,Father not deceased,1
3771,3770,642575,1,13,82,Father not deceased,0
3772,3772,517438,0,12,79,Father not deceased,1
3775,3774,517438,1,13,79,Father not deceased,1
3776,3774,569105,0,11,82,Father not deceased,0
3780,3780,479247,0,12,82,Father not deceased,0
3794,3794,577190,1,15,82,Father not deceased,0
3795,3795,511196,1,13,82,Father not deceased,0
3796,3796,481604,0,12,79,Father not deceased,1
3800,3800,513168,1,17,80,Father not deceased,1
3803,3803,513436,1,15,79,Father not deceased,1
3804,3804,486284,1,16,79,Father not deceased,1
3805,3804,501917,1,16,81,Father not deceased,1
3809,3808,486284,1,16,79,Father not deceased,1
3811,3811,558352,1,16,80,Father not deceased,1
3813,3813,513168,1,13,81,Father not deceased,1
3815,3815,534841,1,15,83,Father not deceased,0
3816,3816,516050,1,15,82,Father not deceased,0
3819,3819,134456,0,12,80,Father not deceased,1
3821,3821,188564,0,11,79,Father not deceased,1
3822,3821,185896,0,12,81,Father not deceased,1
3831,3831,498428,0,12,79,Father not deceased,1
3832,3831,507457,0,12,80,Father not deceased,1
3833,3833,498808,0,12,82,Father not deceased,0
3836,3835,480118,1,16,80,Father not deceased,1
3840,3840,165867,0,12,79,Father deceased,1
3844,3843,478845,0,12,79,Father not deceased,1
3845,3845,575633,0,12,79,Father not deceased,1
3846,3845,596230,0,12,82,Father not deceased,0
3849,3847,480118,0,12,80,Father not deceased,1
3850,3850,524849,0,12,79,Father not deceased,1
3851,3850,480118,0,12,80,Father not deceased,1
3852,3850,498808,0,12,82,Father not deceased,0
3853,3853,85083,1,14,81,Father not deceased,1
3854,3854,525387,1,16,80,Father not deceased,1
3855,3854,596230,1,15,82,Father not deceased,0
3856,3856,520735,0,12,80,Father not deceased,1
3857,3856,501316,1,16,81,Father not deceased,1
3858,3858,507457,0,12,80,Father not deceased,1
3860,3860,547211,1,16,79,Father not deceased,1
3861,3860,487546,1,16,82,Father not deceased,0
3862,3862,498735,1,12,79,Father not deceased,1
3865,3865,564686,1,16,81,Father not deceased,1
3868,3867,424984,1,15,80,Father not deceased,1
3871,3871,430474,1,16,80,Father not deceased,1
3874,3874,540839,1,16,79,Father not deceased,1
3875,3874,481870,1,16,81,Father not deceased,1
3876,3876,494239,1,15,79,Father not deceased,1
3884,3884,481870,1,14,81,Father not deceased,1
3885,3885,424984,1,16,80,Father not deceased,1
3886,3885,513478,1,16,82,Father not deceased,0
3887,3887,424984,1,17,80,Father not deceased,1
3888,3888,516060,0,12,81,Father not deceased,1
3890,3890,468102,1,16,81,Father not deceased,1
3891,3891,542166,1,13,81,Father not deceased,1
3892,3892,412842,1,16,80,Father not deceased,1
3893,3892,542166,0,12,82,Father not deceased,0
3894,3894,525387,1,15,80,Father not deceased,1
3897,3895,480118,1,17,79,Father not deceased,1
3898,3895,468102,1,16,81,Father not deceased,1
3899,3899,506662,1,14,80,Father not deceased,1
3900,3899,596230,0,12,82,Father not deceased,0
3902,3901,468102,1,16,82,Father not deceased,0
3904,3903,412842,1,16,80,Father not deceased,1
3906,3905,506662,0,12,80,Father not deceased,1
3910,3910,618655,1,16,81,Father not deceased,1
3911,3911,539130,1,16,79,Father not deceased,1
3913,3913,513362,1,16,79,Father not deceased,1
3918,3918,525568,1,16,81,Father not deceased,1
3919,3919,525568,1,14,81,Father deceased,1
3920,3920,471024,0,12,80,Father not deceased,1
3921,3920,525568,0,12,81,Father not deceased,1
3923,3922,491922,1,15,81,Father not deceased,1
3924,3922,611322,1,17,82,Father not deceased,0
3925,3925,477108,1,15,79,Father not deceased,1
3926,3925,549111,1,16,82,Father not deceased,0
3931,3931,168913,0,11,80,Father deceased,1
3932,3932,174927,0,12,80,Father not deceased,1
3933,3932,171557,0,12,82,Father not deceased,0
3934,3934,168913,0,11,83,Father deceased,0
3937,3937,223560,0,12,79,Father not deceased,1
3938,3937,168913,0,11,80,Father not deceased,1
3946,3942,218030,1,14,83,Father not deceased,0
3959,3959,179005,0,13,81,Father not deceased,1
3960,3960,185510,1,14,81,Father not deceased,1
3963,3963,586077,0,12,80,Father not deceased,1
3965,3964,586077,1,15,80,Father not deceased,1
3968,3968,586163,1,16,80,Father not deceased,1
3969,3969,756727,1,14,81,Father not deceased,1
3971,3971,586163,1,16,80,Father not deceased,1
3977,3975,185601,0,12,80,Father not deceased,1
3978,3975,227158,1,13,82,Father not deceased,0
3989,3989,659626,0,12,82,Father not deceased,0
3994,3994,702894,0,12,83,Father not deceased,0
3996,3995,167411,0,12,81,Father not deceased,1
4001,4001,620401,1,13,80,Father not deceased,1
4002,4001,663876,1,16,81,Father not deceased,1
4010,4010,600714,1,16,82,Father not deceased,0
4012,4011,597720,0,12,80,Father not deceased,1
4013,4013,497186,0,12,83,Father not deceased,0
4014,4013,600714,0,12,83,Father not deceased,0
4015,4015,133577,1,14,80,Father not deceased,1
4020,4020,198410,0,12,82,Father not deceased,0
4021,4020,163485,0,12,82,Father not deceased,0
4022,4022,566398,0,12,81,Father not deceased,1
4023,4023,673729,1,16,82,Father not deceased,0
4026,4026,572518,1,13,80,Father not deceased,1
4031,4030,603551,1,13,82,Father not deceased,0
4032,4032,595113,0,12,79,Father not deceased,1
4035,4033,507877,0,13,79,Father not deceased,1
4036,4033,565005,0,12,82,Father not deceased,0
4038,4038,630701,0,12,82,Father not deceased,0
4042,4042,144060,1,14,79,Father not deceased,1
4045,4045,116828,0,12,79,Father not deceased,1
4050,4050,544481,0,12,80,Father not deceased,1
4051,4050,582636,1,13,81,Father not deceased,1
4052,4052,576882,1,13,82,Father not deceased,0
4054,4053,564027,1,14,79,Father not deceased,1
4055,4055,553829,1,16,82,Father not deceased,0
4056,4056,604581,1,16,79,Father not deceased,1
4057,4056,640736,1,15,82,Father not deceased,0
4058,4058,538662,1,17,81,Father not deceased,1
4059,4059,661125,1,16,81,Father not deceased,1
4062,4061,566678,1,12,81,Father not deceased,1
4064,4063,603850,0,12,82,Father not deceased,0
4069,4069,202288,0,12,82,Father not deceased,0
4074,4074,653723,1,19,80,Father not deceased,1
4076,4076,601152,0,12,79,Father not deceased,1
4077,4076,562896,0,12,80,Father not deceased,1
