State,id,unemployment,median_income,uninsured,year,County,MedicaidStatus,AdoptedYear,SID
Florida,0500000US12053,6.8,45977,13,2018,Hernando County,Not Adopted,0,125
Florida,0500000US12055,10.9,39796,11.7,2018,Highlands County,Not Adopted,0,126
Florida,0500000US12057,5.2,58480,12.7,2018,Hillsborough County,Not Adopted,0,127
Florida,0500000US12061,6.9,57508,11.8,2018,Indian River County,Not Adopted,0,128
Florida,0500000US12069,6.5,52096,11.2,2018,Lake County,Not Adopted,0,129
Florida,0500000US12071,4.4,56129,13.9,2018,Lee County,Not Adopted,0,130
Florida,0500000US12073,6.3,50682,8.5,2018,Leon County,Not Adopted,0,131
Florida,0500000US12081,4.7,59956,13.2,2018,Manatee County,Not Adopted,0,132
Florida,0500000US12083,9.5,44576,12.7,2018,Marion County,Not Adopted,0,133
Florida,0500000US12085,3.2,59978,9.4,2018,Martin County,Not Adopted,0,134
Florida,0500000US12086,4.6,52205,16.6,2018,Miami-Dade County,Not Adopted,0,135
Florida,0500000US12087,3.1,71973,16.7,2018,Monroe County,Not Adopted,0,136
Florida,0500000US12089,3.5,63913,8.7,2018,Nassau County,Not Adopted,0,137
Florida,0500000US12091,4.8,63997,11.2,2018,Okaloosa County,Not Adopted,0,138
Florida,0500000US12095,4.2,58588,13,2018,Orange County,Not Adopted,0,139
Florida,0500000US12097,6.1,50546,12.3,2018,Osceola County,Not Adopted,0,140
Florida,0500000US12099,5.6,61691,13.7,2018,Palm Beach County,Not Adopted,0,141
Florida,0500000US12101,5.7,54208,11.7,2018,Pasco County,Not Adopted,0,142
Florida,0500000US12103,5.1,52198,11.5,2018,Pinellas County,Not Adopted,0,143
Florida,0500000US12105,5,51670,12.3,2018,Polk County,Not Adopted,0,144
Florida,0500000US12107,10.5,41608,18.8,2018,Putnam County,Not Adopted,0,145
Florida,0500000US12109,3.8,80712,9.5,2018,St. Johns County,Not Adopted,0,146
Florida,0500000US12111,5.7,54098,14.8,2018,St. Lucie County,Not Adopted,0,147
Florida,0500000US12113,5.3,70787,9.5,2018,Santa Rosa County,Not Adopted,0,148
Florida,0500000US12115,3.3,61683,12.1,2018,Sarasota County,Not Adopted,0,149
Florida,0500000US12117,4.5,67470,10.6,2018,Seminole County,Not Adopted,0,150
Florida,0500000US12119,2.8,53895,5.9,2018,Sumter County,Not Adopted,0,111
Florida,0500000US12127,4.4,50361,11.7,2018,Volusia County,Not Adopted,0,112
Florida,0500000US12131,3.2,62914,10.2,2018,Walton County,Not Adopted,0,151
Florida,0500000US12001,4.4,49534,8.8,2019,Alachua County,Not Adopted,0,113
Florida,0500000US12005,4.1,59450,12.6,2019,Bay County,Not Adopted,0,114
Florida,0500000US12009,5.6,57305,10.6,2019,Brevard County,Not Adopted,0,115
Florida,0500000US12011,4.8,61502,15.3,2019,Broward County,Not Adopted,0,116
Florida,0500000US12015,3.9,54652,10.9,2019,Charlotte County,Not Adopted,0,117
Florida,0500000US12017,9,50751,11.9,2019,Citrus County,Not Adopted,0,118
Florida,0500000US12019,4.5,76687,9.6,2019,Clay County,Not Adopted,0,119
Florida,0500000US12021,3,76025,13.1,2019,Collier County,Not Adopted,0,120
Florida,0500000US12023,8.8,47094,15.7,2019,Columbia County,Not Adopted,0,121
Florida,0500000US12031,4.6,58415,12.7,2019,Duval County,Not Adopted,0,122
Florida,0500000US12033,6.5,53136,12.7,2019,Escambia County,Not Adopted,0,123
Florida,0500000US12035,2.9,60204,13.2,2019,Flagler County,Not Adopted,0,124
Florida,0500000US12053,4.5,51031,11.8,2019,Hernando County,Not Adopted,0,125
Florida,0500000US12055,5.2,48698,11.6,2019,Highlands County,Not Adopted,0,126
Florida,0500000US12057,4.3,61154,13.1,2019,Hillsborough County,Not Adopted,0,127
Florida,0500000US12061,6.3,59782,13.2,2019,Indian River County,Not Adopted,0,128
Florida,0500000US12069,4.9,57588,11.1,2019,Lake County,Not Adopted,0,129
Florida,0500000US12071,4.5,62240,12.2,2019,Lee County,Not Adopted,0,130
Florida,0500000US12073,7,54929,9.3,2019,Leon County,Not Adopted,0,131
Florida,0500000US12081,6.5,64499,12.3,2019,Manatee County,Not Adopted,0,132
Florida,0500000US12083,6.4,49576,12.5,2019,Marion County,Not Adopted,0,133
Florida,0500000US12085,5.4,70842,8.6,2019,Martin County,Not Adopted,0,134
Florida,0500000US12086,3.5,55171,16.3,2019,Miami-Dade County,Not Adopted,0,135
Florida,0500000US12087,2.7,68589,20.4,2019,Monroe County,Not Adopted,0,136
Florida,0500000US12089,3.3,70939,8.5,2019,Nassau County,Not Adopted,0,137
Florida,0500000US12091,3.4,64222,13.5,2019,Okaloosa County,Not Adopted,0,138
Florida,0500000US12095,4,63461,13.4,2019,Orange County,Not Adopted,0,139
Florida,0500000US12097,4,51760,13.3,2019,Osceola County,Not Adopted,0,140
Florida,0500000US12099,5.2,66623,13.9,2019,Palm Beach County,Not Adopted,0,141
Florida,0500000US12101,4.2,55828,12.9,2019,Pasco County,Not Adopted,0,142
Florida,0500000US12103,5.1,56737,11.4,2019,Pinellas County,Not Adopted,0,143
Florida,0500000US12105,4.3,51833,13.9,2019,Polk County,Not Adopted,0,144
Florida,0500000US12107,5.5,42899,16.1,2019,Putnam County,Not Adopted,0,145
Florida,0500000US12109,5.6,90356,8.5,2019,St. Johns County,Not Adopted,0,146
Florida,0500000US12111,3.9,58039,14.3,2019,St. Lucie County,Not Adopted,0,147
Florida,0500000US12113,4.7,64930,10.4,2019,Santa Rosa County,Not Adopted,0,148
Florida,0500000US12115,3.3,66342,10.7,2019,Sarasota County,Not Adopted,0,149
Florida,0500000US12117,3.9,70190,9.1,2019,Seminole County,Not Adopted,0,150
Florida,0500000US12119,4.8,60287,7.1,2019,Sumter County,Not Adopted,0,111
Florida,0500000US12127,3.8,53766,13.2,2019,Volusia County,Not Adopted,0,112
Florida,0500000US12131,3.2,60457,12.5,2019,Walton County,Not Adopted,0,151
Georgia,0500000US13013,10.7,50490,19.3,2011,Barrow County,Not Adopted,0,152
Georgia,0500000US13015,8.4,44034,26.1,2011,Bartow County,Not Adopted,0,153
Georgia,0500000US13021,7.6,33878,17.9,2011,Bibb County,Not Adopted,0,154
Georgia,0500000US13031,3.6,32251,22.1,2011,Bulloch County,Not Adopted,0,155
Georgia,0500000US13045,7.3,42858,20.6,2011,Carroll County,Not Adopted,0,156
Georgia,0500000US13051,5.9,42730,20.6,2011,Chatham County,Not Adopted,0,157
Georgia,0500000US13057,4.7,62515,15.3,2011,Cherokee County,Not Adopted,0,158
Georgia,0500000US13059,4.6,28843,17.7,2011,Clarke County,Not Adopted,0,159
Georgia,0500000US13063,12.6,37050,26.3,2011,Clayton County,Not Adopted,0,160
Georgia,0500000US13067,8,57906,18.7,2011,Cobb County,Not Adopted,0,161
Georgia,0500000US13073,4,61718,10.9,2011,Columbia County,Not Adopted,0,162
Georgia,0500000US13077,5.4,54792,13.4,2011,Coweta County,Not Adopted,0,163
Georgia,0500000US13089,10.2,48297,22.8,2011,DeKalb County,Not Adopted,0,164
Georgia,0500000US13095,10.1,28424,22.6,2011,Dougherty County,Not Adopted,0,165
Georgia,0500000US13097,11,49282,17.7,2011,Douglas County,Not Adopted,0,166
Georgia,0500000US13113,7,72962,10.3,2011,Fayette County,Not Adopted,0,167
Georgia,0500000US13115,9.2,40963,18.9,2011,Floyd County,Not Adopted,0,168
Georgia,0500000US13117,9.1,82209,19.2,2011,Forsyth County,Not Adopted,0,169
Georgia,0500000US13121,8.1,53697,18.6,2011,Fulton County,Not Adopted,0,170
Georgia,0500000US13127,8.6,45726,26.1,2011,Glynn County,Not Adopted,0,171
Georgia,0500000US13135,8,56523,22.9,2011,Gwinnett County,Not Adopted,0,172
Georgia,0500000US13139,6.9,50108,20.2,2011,Hall County,Not Adopted,0,173
Georgia,0500000US13151,8.4,57258,14.3,2011,Henry County,Not Adopted,0,174
Georgia,0500000US13153,7,51021,13,2011,Houston County,Not Adopted,0,175
Georgia,0500000US13179,5.8,45485,10.8,2011,Liberty County,Not Adopted,0,176
Georgia,0500000US13185,10.4,32898,24.5,2011,Lowndes County,Not Adopted,0,177
Georgia,0500000US13215,7,37333,15.2,2011,Muscogee County,Not Adopted,0,178
Georgia,0500000US13217,10,40932,20.5,2011,Newton County,Not Adopted,0,179
Georgia,0500000US13223,9.4,57764,15,2011,Paulding County,Not Adopted,0,180
Georgia,0500000US13245,7.7,38928,18.4,2011,Richmond County,Not Adopted,0,181
Georgia,0500000US13247,8.7,51067,19.8,2011,Rockdale County,Not Adopted,0,182
Georgia,0500000US13285,9,40368,21.4,2011,Troup County,Not Adopted,0,183
Georgia,0500000US13295,7.6,38187,15.9,2011,Walker County,Not Adopted,0,184
Georgia,0500000US13297,5.5,50129,14.7,2011,Walton County,Not Adopted,0,185
Georgia,0500000US13313,7.5,36928,24.5,2011,Whitfield County,Not Adopted,0,186
Georgia,0500000US13013,7.6,47582,19.4,2012,Barrow County,Not Adopted,0,152
Georgia,0500000US13015,7.7,46187,17,2012,Bartow County,Not Adopted,0,153
Georgia,0500000US13021,6.6,36120,18,2012,Bibb County,Not Adopted,0,154
Georgia,0500000US13031,5.8,35856,16,2012,Bulloch County,Not Adopted,0,155
Georgia,0500000US13045,7.8,43134,20.7,2012,Carroll County,Not Adopted,0,156
Georgia,0500000US13047,9.2,42251,18.6,2012,Catoosa County,Not Adopted,0,187
Georgia,0500000US13051,6,42390,18.7,2012,Chatham County,Not Adopted,0,157
Georgia,0500000US13057,5.2,66993,15,2012,Cherokee County,Not Adopted,0,158
Georgia,0500000US13059,6.2,32571,14.8,2012,Clarke County,Not Adopted,0,159
Georgia,0500000US13063,11.1,36804,29.9,2012,Clayton County,Not Adopted,0,160
Georgia,0500000US13067,6.7,63069,18.2,2012,Cobb County,Not Adopted,0,161
Georgia,0500000US13073,5.5,68118,11.9,2012,Columbia County,Not Adopted,0,162
Georgia,0500000US13077,7,61414,14.9,2012,Coweta County,Not Adopted,0,163
Georgia,0500000US13089,8.8,49093,19.6,2012,DeKalb County,Not Adopted,0,164
Georgia,0500000US13095,12.8,30532,21.4,2012,Dougherty County,Not Adopted,0,165
Georgia,0500000US13097,6.9,49981,18.8,2012,Douglas County,Not Adopted,0,166
Georgia,0500000US13113,5.5,77670,7.6,2012,Fayette County,Not Adopted,0,167
Georgia,0500000US13115,8.1,37841,19.5,2012,Floyd County,Not Adopted,0,168
Georgia,0500000US13117,4.7,85494,13.1,2012,Forsyth County,Not Adopted,0,169
Georgia,0500000US13121,8.1,55369,17.6,2012,Fulton County,Not Adopted,0,170
Georgia,0500000US13127,6.9,44708,17.6,2012,Glynn County,Not Adopted,0,171
Georgia,0500000US13135,6.5,56423,19,2012,Gwinnett County,Not Adopted,0,172
Georgia,0500000US13139,5.8,49737,21.5,2012,Hall County,Not Adopted,0,173
Georgia,0500000US13151,8,55695,19.4,2012,Henry County,Not Adopted,0,174
Georgia,0500000US13153,7.8,54457,13,2012,Houston County,Not Adopted,0,175
Georgia,0500000US13179,8.4,42990,15.5,2012,Liberty County,Not Adopted,0,176
Georgia,0500000US13185,9,37165,19.8,2012,Lowndes County,Not Adopted,0,177
Georgia,0500000US13215,5.8,45178,15,2012,Muscogee County,Not Adopted,0,178
Georgia,0500000US13217,8.1,48974,17.5,2012,Newton County,Not Adopted,0,179
Georgia,0500000US13223,8.1,57332,14.4,2012,Paulding County,Not Adopted,0,180
Georgia,0500000US13245,5.5,37154,17.5,2012,Richmond County,Not Adopted,0,181
Georgia,0500000US13247,8.9,50200,23.4,2012,Rockdale County,Not Adopted,0,182
Georgia,0500000US13285,8.8,36739,13.5,2012,Troup County,Not Adopted,0,183
Georgia,0500000US13295,5.4,35824,17.8,2012,Walker County,Not Adopted,0,184
Georgia,0500000US13297,5.5,48703,13.5,2012,Walton County,Not Adopted,0,185
Georgia,0500000US13313,9.5,34972,24.8,2012,Whitfield County,Not Adopted,0,186
Georgia,0500000US13013,13.7,56051,18.5,2013,Barrow County,Not Adopted,0,152
Georgia,0500000US13015,10.1,45191,20.4,2013,Bartow County,Not Adopted,0,153
Georgia,0500000US13021,16.4,36327,21.6,2013,Bibb County,Not Adopted,0,154
Georgia,0500000US13031,14.1,36153,16.8,2013,Bulloch County,Not Adopted,0,155
Georgia,0500000US13045,11.5,45682,15.6,2013,Carroll County,Not Adopted,0,156
Georgia,0500000US13047,8.6,51608,16.4,2013,Catoosa County,Not Adopted,0,187
Georgia,0500000US13051,11.1,45263,19.4,2013,Chatham County,Not Adopted,0,157
Georgia,0500000US13057,7.2,64705,17.2,2013,Cherokee County,Not Adopted,0,158
Georgia,0500000US13059,11.1,31551,19.4,2013,Clarke County,Not Adopted,0,159
Georgia,0500000US13063,15.1,40754,27.1,2013,Clayton County,Not Adopted,0,160
Georgia,0500000US13067,8.3,63086,18.6,2013,Cobb County,Not Adopted,0,161
Georgia,0500000US13073,8.5,72167,9.5,2013,Columbia County,Not Adopted,0,162
Georgia,0500000US13077,6.1,61351,12.4,2013,Coweta County,Not Adopted,0,163
Georgia,0500000US13089,11.4,49796,20,2013,DeKalb County,Not Adopted,0,164
Georgia,0500000US13095,19.2,30504,21.9,2013,Dougherty County,Not Adopted,0,165
Georgia,0500000US13097,11.3,50281,20.9,2013,Douglas County,Not Adopted,0,166
Georgia,0500000US13113,6.7,81394,9.5,2013,Fayette County,Not Adopted,0,167
Georgia,0500000US13115,10.5,37296,19.4,2013,Floyd County,Not Adopted,0,168
Georgia,0500000US13117,5.7,86052,11.9,2013,Forsyth County,Not Adopted,0,169
Georgia,0500000US13121,10,55914,16.9,2013,Fulton County,Not Adopted,0,170
Georgia,0500000US13127,9.9,41502,20.1,2013,Glynn County,Not Adopted,0,171
Georgia,0500000US13135,9.6,58917,22.7,2013,Gwinnett County,Not Adopted,0,172
Georgia,0500000US13139,8.3,44998,20.7,2013,Hall County,Not Adopted,0,173
Georgia,0500000US13151,9.8,59097,15.8,2013,Henry County,Not Adopted,0,174
Georgia,0500000US13153,8.5,49660,18,2013,Houston County,Not Adopted,0,175
Georgia,0500000US13179,13.2,39140,13.7,2013,Liberty County,Not Adopted,0,176
Georgia,0500000US13185,12.5,35317,17.8,2013,Lowndes County,Not Adopted,0,177
Georgia,0500000US13215,13,40499,17,2013,Muscogee County,Not Adopted,0,178
Georgia,0500000US13217,10.7,54107,17.6,2013,Newton County,Not Adopted,0,179
Georgia,0500000US13223,9,56307,17,2013,Paulding County,Not Adopted,0,180
Georgia,0500000US13245,15.1,35649,17.7,2013,Richmond County,Not Adopted,0,181
Georgia,0500000US13247,12,49767,21.5,2013,Rockdale County,Not Adopted,0,182
Georgia,0500000US13285,11.8,43642,14.4,2013,Troup County,Not Adopted,0,183
Georgia,0500000US13295,7.9,42018,18.7,2013,Walker County,Not Adopted,0,184
Georgia,0500000US13297,6.3,53233,17.9,2013,Walton County,Not Adopted,0,185
Georgia,0500000US13313,11.6,38126,24.8,2013,Whitfield County,Not Adopted,0,186
Georgia,0500000US13013,7,47834,15.4,2014,Barrow County,Not Adopted,0,152
Georgia,0500000US13015,7.1,53675,16,2014,Bartow County,Not Adopted,0,153
Georgia,0500000US13021,15.2,35397,14.7,2014,Bibb County,Not Adopted,0,154
Georgia,0500000US13031,10,32841,13.3,2014,Bulloch County,Not Adopted,0,155
Georgia,0500000US13045,11.3,40744,13.5,2014,Carroll County,Not Adopted,0,156
Georgia,0500000US13047,NA,52412,12.3,2014,Catoosa County,Not Adopted,0,187
Georgia,0500000US13051,9.3,50718,16.4,2014,Chatham County,Not Adopted,0,157
Georgia,0500000US13057,5.8,69711,13,2014,Cherokee County,Not Adopted,0,158
Georgia,0500000US13059,8.6,29996,14.6,2014,Clarke County,Not Adopted,0,159
Georgia,0500000US13063,10.6,43287,23.2,2014,Clayton County,Not Adopted,0,160
Georgia,0500000US13067,6.8,67043,16.1,2014,Cobb County,Not Adopted,0,161
Georgia,0500000US13073,6,66925,8.6,2014,Columbia County,Not Adopted,0,162
Georgia,0500000US13077,6.2,59506,11.7,2014,Coweta County,Not Adopted,0,163
Georgia,0500000US13089,9.1,50542,18.3,2014,DeKalb County,Not Adopted,0,164
Georgia,0500000US13095,17.4,31755,19,2014,Dougherty County,Not Adopted,0,165
Georgia,0500000US13097,8.5,54826,15,2014,Douglas County,Not Adopted,0,166
Georgia,0500000US13113,7.9,77016,8.8,2014,Fayette County,Not Adopted,0,167
Georgia,0500000US13115,7.9,41752,14.7,2014,Floyd County,Not Adopted,0,168
Georgia,0500000US13117,4.8,85639,8.9,2014,Forsyth County,Not Adopted,0,169
Georgia,0500000US13121,8.6,55807,12.7,2014,Fulton County,Not Adopted,0,170
Georgia,0500000US13127,5.9,47333,14.4,2014,Glynn County,Not Adopted,0,171
Georgia,0500000US13135,6.2,59492,18.7,2014,Gwinnett County,Not Adopted,0,172
Georgia,0500000US13139,4.2,52519,17.6,2014,Hall County,Not Adopted,0,173
Georgia,0500000US13151,9.8,58242,13,2014,Henry County,Not Adopted,0,174
Georgia,0500000US13153,7.4,51054,13.5,2014,Houston County,Not Adopted,0,175
Georgia,0500000US13179,12,41812,13.5,2014,Liberty County,Not Adopted,0,176
Georgia,0500000US13185,11.8,38733,18,2014,Lowndes County,Not Adopted,0,177
Georgia,0500000US13215,9.2,42176,17.9,2014,Muscogee County,Not Adopted,0,178
Georgia,0500000US13217,10.2,46790,14.8,2014,Newton County,Not Adopted,0,179
Georgia,0500000US13223,5.1,62453,11.1,2014,Paulding County,Not Adopted,0,180
Georgia,0500000US13245,14.3,35793,14.7,2014,Richmond County,Not Adopted,0,181
Georgia,0500000US13247,10.2,46524,15.3,2014,Rockdale County,Not Adopted,0,182
Georgia,0500000US13285,9.9,40486,14.2,2014,Troup County,Not Adopted,0,183
Georgia,0500000US13295,9.9,38493,17.8,2014,Walker County,Not Adopted,0,184
Georgia,0500000US13297,11.9,50895,11.1,2014,Walton County,Not Adopted,0,185
Georgia,0500000US13313,8.4,42069,19.7,2014,Whitfield County,Not Adopted,0,186
Georgia,0500000US13013,8.3,53156,16.3,2015,Barrow County,Not Adopted,0,152
Georgia,0500000US13015,3.7,50572,12.8,2015,Bartow County,Not Adopted,0,153
Georgia,0500000US13021,8.2,38605,13.9,2015,Bibb County,Not Adopted,0,154
Georgia,0500000US13031,6.2,33477,15.6,2015,Bulloch County,Not Adopted,0,155
Georgia,0500000US13045,10.2,43410,15.6,2015,Carroll County,Not Adopted,0,156
Georgia,0500000US13047,5.9,51012,11.9,2015,Catoosa County,Not Adopted,0,187
Georgia,0500000US13051,9.3,49252,14.3,2015,Chatham County,Not Adopted,0,157
Georgia,0500000US13057,3.9,74104,10.7,2015,Cherokee County,Not Adopted,0,158
Georgia,0500000US13059,6.4,31284,15.3,2015,Clarke County,Not Adopted,0,159
Georgia,0500000US13063,10.6,42120,19.3,2015,Clayton County,Not Adopted,0,160
Georgia,0500000US13067,5.9,70246,13.3,2015,Cobb County,Not Adopted,0,161
Georgia,0500000US13073,6.9,75440,10.3,2015,Columbia County,Not Adopted,0,162
Georgia,0500000US13077,5.5,67351,9.3,2015,Coweta County,Not Adopted,0,163
Georgia,0500000US13089,8.2,54057,15.6,2015,DeKalb County,Not Adopted,0,164
Georgia,0500000US13095,15.8,35645,17.4,2015,Dougherty County,Not Adopted,0,165
Georgia,0500000US13097,8.8,59329,14.5,2015,Douglas County,Not Adopted,0,166
Georgia,0500000US13113,3.4,78557,9.7,2015,Fayette County,Not Adopted,0,167
Georgia,0500000US13115,7.6,40510,14.1,2015,Floyd County,Not Adopted,0,168
Georgia,0500000US13117,4.8,94537,8.7,2015,Forsyth County,Not Adopted,0,169
Georgia,0500000US13121,7,60291,10.9,2015,Fulton County,Not Adopted,0,170
Georgia,0500000US13127,4.6,46125,14.2,2015,Glynn County,Not Adopted,0,171
Georgia,0500000US13135,5.9,61732,17.3,2015,Gwinnett County,Not Adopted,0,172
Georgia,0500000US13139,5,55009,18.5,2015,Hall County,Not Adopted,0,173
Georgia,0500000US13151,7.4,65342,10.5,2015,Henry County,Not Adopted,0,174
Georgia,0500000US13153,9.5,55044,10.1,2015,Houston County,Not Adopted,0,175
Georgia,0500000US13179,13.5,36573,15.9,2015,Liberty County,Not Adopted,0,176
Georgia,0500000US13185,9.7,34455,17,2015,Lowndes County,Not Adopted,0,177
Georgia,0500000US13215,10.9,41859,12.1,2015,Muscogee County,Not Adopted,0,178
Georgia,0500000US13217,9.5,50806,11,2015,Newton County,Not Adopted,0,179
Georgia,0500000US13223,4.8,60214,9.6,2015,Paulding County,Not Adopted,0,180
Georgia,0500000US13245,9.2,41672,12.8,2015,Richmond County,Not Adopted,0,181
Georgia,0500000US13247,6.8,50761,14.2,2015,Rockdale County,Not Adopted,0,182
Georgia,0500000US13285,12.4,39067,12.9,2015,Troup County,Not Adopted,0,183
Georgia,0500000US13295,NA,44358,10.4,2015,Walker County,Not Adopted,0,184
Georgia,0500000US13297,4.1,57278,8.9,2015,Walton County,Not Adopted,0,185
Georgia,0500000US13313,4.6,45894,17,2015,Whitfield County,Not Adopted,0,186
Georgia,0500000US13013,5.2,54256,15.5,2016,Barrow County,Not Adopted,0,152
Georgia,0500000US13015,7.7,51405,15.5,2016,Bartow County,Not Adopted,0,153
Georgia,0500000US13021,5.7,36724,11.6,2016,Bibb County,Not Adopted,0,154
Georgia,0500000US13031,11,43982,14.3,2016,Bulloch County,Not Adopted,0,155
Georgia,0500000US13045,6.7,51228,12.6,2016,Carroll County,Not Adopted,0,156
Georgia,0500000US13047,NA,55717,11.6,2016,Catoosa County,Not Adopted,0,187
Georgia,0500000US13051,7.7,53964,12.5,2016,Chatham County,Not Adopted,0,157
Georgia,0500000US13057,3.9,77950,12.3,2016,Cherokee County,Not Adopted,0,158
Georgia,0500000US13059,5.6,34999,12.3,2016,Clarke County,Not Adopted,0,159
Georgia,0500000US13063,7.7,45252,16.3,2016,Clayton County,Not Adopted,0,160
Georgia,0500000US13067,4.5,70947,12.6,2016,Cobb County,Not Adopted,0,161
Georgia,0500000US13073,4.2,72737,5.7,2016,Columbia County,Not Adopted,0,162
Georgia,0500000US13077,5.7,71220,7.5,2016,Coweta County,Not Adopted,0,163
Georgia,0500000US13089,6.7,56109,13.7,2016,DeKalb County,Not Adopted,0,164
Georgia,0500000US13095,13.7,37222,17.1,2016,Dougherty County,Not Adopted,0,165
Georgia,0500000US13097,7.5,62445,12.2,2016,Douglas County,Not Adopted,0,166
Georgia,0500000US13113,4.6,80626,5.9,2016,Fayette County,Not Adopted,0,167
Georgia,0500000US13115,6.3,49865,11.9,2016,Floyd County,Not Adopted,0,168
Georgia,0500000US13117,2.4,100909,7.7,2016,Forsyth County,Not Adopted,0,169
Georgia,0500000US13121,6.2,63510,10.4,2016,Fulton County,Not Adopted,0,170
Georgia,0500000US13127,5.4,48926,17.2,2016,Glynn County,Not Adopted,0,171
Georgia,0500000US13135,3.5,67155,15.7,2016,Gwinnett County,Not Adopted,0,172
Georgia,0500000US13139,2.7,54917,17.6,2016,Hall County,Not Adopted,0,173
Georgia,0500000US13151,5.4,66905,11,2016,Henry County,Not Adopted,0,174
Georgia,0500000US13153,5.5,62493,12.8,2016,Houston County,Not Adopted,0,175
Georgia,0500000US13179,11.5,45138,10.4,2016,Liberty County,Not Adopted,0,176
Georgia,0500000US13185,6,41449,12.5,2016,Lowndes County,Not Adopted,0,177
Georgia,0500000US13215,7.7,40060,10.4,2016,Muscogee County,Not Adopted,0,178
Georgia,0500000US13217,8.6,48628,12.7,2016,Newton County,Not Adopted,0,179
Georgia,0500000US13223,3,60856,11.2,2016,Paulding County,Not Adopted,0,180
Georgia,0500000US13245,10.4,41419,13.1,2016,Richmond County,Not Adopted,0,181
Georgia,0500000US13247,7.3,56820,13,2016,Rockdale County,Not Adopted,0,182
Georgia,0500000US13285,7.7,42371,13.3,2016,Troup County,Not Adopted,0,183
Georgia,0500000US13295,6.6,39209,11.8,2016,Walker County,Not Adopted,0,184
Georgia,0500000US13297,7,53202,13.6,2016,Walton County,Not Adopted,0,185
Georgia,0500000US13313,7.2,46399,16.8,2016,Whitfield County,Not Adopted,0,186
Georgia,0500000US13013,2.9,59994,14.4,2017,Barrow County,Not Adopted,0,152
Georgia,0500000US13015,3.2,54218,16.2,2017,Bartow County,Not Adopted,0,153
Georgia,0500000US13021,7.1,37444,12.7,2017,Bibb County,Not Adopted,0,154
Georgia,0500000US13031,8.9,42138,12.7,2017,Bulloch County,Not Adopted,0,155
Georgia,0500000US13045,5,50100,13.3,2017,Carroll County,Not Adopted,0,156
Georgia,0500000US13047,NA,53231,10.1,2017,Catoosa County,Not Adopted,0,187
Georgia,0500000US13051,6.6,55352,15.2,2017,Chatham County,Not Adopted,0,157
Georgia,0500000US13057,4,76368,8.4,2017,Cherokee County,Not Adopted,0,158
Georgia,0500000US13059,6.3,39825,12.6,2017,Clarke County,Not Adopted,0,159
Georgia,0500000US13063,6.5,45172,18.7,2017,Clayton County,Not Adopted,0,160
Georgia,0500000US13067,4.7,75654,12.3,2017,Cobb County,Not Adopted,0,161
Georgia,0500000US13073,2.7,74164,7.8,2017,Columbia County,Not Adopted,0,162
Georgia,0500000US13077,4.5,72787,10.2,2017,Coweta County,Not Adopted,0,163
Georgia,0500000US13089,6.5,61827,13.8,2017,DeKalb County,Not Adopted,0,164
Georgia,0500000US13095,13.2,38712,13.8,2017,Dougherty County,Not Adopted,0,165
Georgia,0500000US13097,4.6,61094,12.1,2017,Douglas County,Not Adopted,0,166
Georgia,0500000US13113,5.3,84742,7.1,2017,Fayette County,Not Adopted,0,167
Georgia,0500000US13115,5.7,45854,15.4,2017,Floyd County,Not Adopted,0,168
Georgia,0500000US13117,3.2,102084,10.6,2017,Forsyth County,Not Adopted,0,169
Georgia,0500000US13121,5.9,65037,10.4,2017,Fulton County,Not Adopted,0,170
Georgia,0500000US13127,NA,50998,13.2,2017,Glynn County,Not Adopted,0,171
Georgia,0500000US13135,4.2,68914,18.1,2017,Gwinnett County,Not Adopted,0,172
Georgia,0500000US13139,2.9,61977,17.5,2017,Hall County,Not Adopted,0,173
Georgia,0500000US13151,6.2,67018,10.8,2017,Henry County,Not Adopted,0,174
Georgia,0500000US13153,6.9,58525,12.7,2017,Houston County,Not Adopted,0,175
Georgia,0500000US13157,4.1,66557,13.6,2017,Jackson County,Not Adopted,0,188
Georgia,0500000US13185,4.7,41156,16,2017,Lowndes County,Not Adopted,0,177
Georgia,0500000US13215,10.8,42107,12,2017,Muscogee County,Not Adopted,0,178
Georgia,0500000US13217,5.7,57337,11.8,2017,Newton County,Not Adopted,0,179
Georgia,0500000US13223,3.4,66482,11.8,2017,Paulding County,Not Adopted,0,180
Georgia,0500000US13245,11.2,37324,13.6,2017,Richmond County,Not Adopted,0,181
Georgia,0500000US13247,7.3,62429,13.6,2017,Rockdale County,Not Adopted,0,182
Georgia,0500000US13255,NA,47027,12.3,2017,Spalding County,Not Adopted,0,189
Georgia,0500000US13285,5.5,38977,11.2,2017,Troup County,Not Adopted,0,183
Georgia,0500000US13295,7.9,45410,13.4,2017,Walker County,Not Adopted,0,184
Georgia,0500000US13297,6,54867,10.7,2017,Walton County,Not Adopted,0,185
Georgia,0500000US13313,6.3,40717,19.3,2017,Whitfield County,Not Adopted,0,186
Georgia,0500000US13013,5.2,61225,15.4,2018,Barrow County,Not Adopted,0,152
Georgia,0500000US13015,5.7,57380,14.7,2018,Bartow County,Not Adopted,0,153
Georgia,0500000US13021,8.6,40495,15.8,2018,Bibb County,Not Adopted,0,154
Georgia,0500000US13031,9.9,44179,9.9,2018,Bulloch County,Not Adopted,0,155
Georgia,0500000US13045,4.7,51545,9.4,2018,Carroll County,Not Adopted,0,156
Georgia,0500000US13047,2,56364,12.1,2018,Catoosa County,Not Adopted,0,187
