id,read12,math12,hsgrad,inpse,catholic,read8,math8,female,race,white,black,hisp,api,nativam,parmar8,faminc8,fathed8,mothed8,fhowfar,mhowfar,fight8,nohw8,disrupt8,riskdrop8
734136,65.029999,61.48,yes,yes,no,37.41,35.720001,no,white,yes,no,no,no,no,divorced,$20000-$24999,dont know,dont know,hs grad,hs grad,never,yes,no,2
734147,56.470001,61.32,yes,yes,no,57.330002,57.560001,no,white,yes,no,no,no,no,married,$15000-$19999,not finish hs,hs grad,not finish hs,hs grad,never,no,no,0
734152,57.400002,52.619999,yes,yes,no,67.099998,47.990002,yes,white,yes,no,no,no,no,married,$25000-$34999,junior coll,hs grad,coll grad,coll grad,never,no,no,0
734866,39.419998,46.77,yes,yes,no,39.189999,46.23,no,black,no,yes,no,no,no,divorced,7500-$9999,hs grad,coll <4,postsec ed,postsec ed,once or twice,no,yes,2
735622,63.099998,55.389999,yes,yes,no,55.23,54.299999,no,white,yes,no,no,no,no,separated,35000-$49999,coll grad,coll grad,postsec ed,coll grad,never,no,no,1
735643,51.540001,53.580002,yes,yes,no,53.240002,55.75,yes,white,yes,no,no,no,no,married,50000-$74999,coll grad,coll grad,coll grad,coll grad,never,no,no,0
735645,56.630001,39.049999,yes,yes,no,54.66,47.419998,yes,white,yes,no,no,no,no,married,50000-$74999,masters,masters,coll grad,coll grad,never,no,no,0
735662,40.759998,38.970001,yes,no,no,39.93,40.799999,no,white,yes,no,no,no,no,divorced,7500-$9999,junior coll,hs grad,coll <4,coll <4,more than twice,yes,yes,3
735670,47.330002,47.549999,yes,no,no,48.110001,44.77,no,white,yes,no,no,no,no,married,35000-$49999,hs grad,hs grad,coll grad,coll grad,never,no,no,0
735678,59.099998,62.639999,yes,no,no,70.550003,71.099998,no,white,yes,no,no,no,no,married,35000-$49999,hs grad,not finish hs,hs grad,hs grad,never,no,no,0
735697,58.98,51.59,yes,yes,no,60.049999,51.490002,yes,white,yes,no,no,no,no,married,35000-$49999,coll grad,coll <4,coll <4,coll <4,never,no,no,0
735710,54.810001,51.759998,yes,no,no,54.32,51.669998,no,white,yes,no,no,no,no,divorced,7500-$9999,hs grad,coll <4,junior coll,postsec ed,never,no,no,3
735733,45.259998,39.27,yes,no,no,46.93,40.599998,yes,white,yes,no,no,no,no,married,$25000-$34999,hs grad,hs grad,junior coll,junior coll,never,yes,no,0
735738,57.060001,61.32,yes,yes,no,60.919998,62.43,no,white,yes,no,no,no,no,married,$25000-$34999,junior coll,hs grad,coll grad,coll grad,never,no,no,0
735742,58.540001,66.389999,yes,yes,no,64.580002,64.489998,no,white,yes,no,no,no,no,married,35000-$49999,coll <4,coll <4,postsec ed,postsec ed,never,no,no,0
735751,50.919998,45.220001,yes,yes,no,58.630001,54.48,no,white,yes,no,no,no,no,married,50000-$74999,masters,masters,coll grad,coll grad,once or twice,no,yes,0
735765,39.669998,43.080002,yes,yes,no,50.560001,44.290001,no,white,yes,no,no,no,no,married,50000-$74999,junior coll,coll <4,junior coll,junior coll,never,yes,no,0
735797,65.900002,67.239998,yes,yes,no,70.550003,68.82,yes,white,yes,no,no,no,no,separated,35000-$49999,coll grad,masters,postsec ed,postsec ed,never,no,no,1
736904,44.16,58.709999,yes,yes,no,56.110001,68.910004,no,white,yes,no,no,no,no,married,50000-$74999,coll grad,masters,coll grad,coll grad,never,no,no,0
736911,44.110001,45.759998,yes,yes,no,38.77,46.299999,no,hispanic,no,no,yes,no,no,married,$25000-$34999,hs grad,hs grad,coll <4,coll <4,never,no,no,0
736937,58,54.169998,yes,yes,no,60.869999,53.799999,yes,white,yes,no,no,no,no,married,35000-$49999,coll grad,junior coll,coll grad,coll grad,never,no,no,1
736940,56.189999,70.940002,yes,yes,no,60.790001,68.610001,no,white,yes,no,no,no,no,married,50000-$74999,doctorate,hs grad,coll grad,coll grad,never,no,no,0
736961,55.779999,64.720001,yes,yes,no,45.330002,61.669998,no,white,yes,no,no,no,no,divorced,$25000-$34999,hs grad,coll grad,coll grad,coll grad,never,no,no,1
736975,65.260002,63.66,yes,yes,no,61.779999,68.68,yes,white,yes,no,no,no,no,married,$25000-$34999,hs grad,coll <4,coll <4,coll <4,never,no,no,0
736983,57.459999,46.869999,yes,no,no,66.5,57.66,yes,white,yes,no,no,no,no,married,35000-$49999,hs grad,hs grad,coll grad,coll grad,once or twice,no,yes,0
736985,62.470001,63.970001,yes,yes,no,56.169998,65.720001,yes,white,yes,no,no,no,no,married,50000-$74999,coll grad,coll <4,coll grad,coll grad,never,no,no,0
738946,38.93,48.459999,yes,yes,no,39.779999,47.310001,no,white,yes,no,no,no,no,married,$25000-$34999,junior coll,hs grad,coll grad,coll grad,never,yes,no,0
738947,51.939999,39.080002,yes,no,no,48.330002,39.029999,no,white,yes,no,no,no,no,married,50000-$74999,not finish hs,not finish hs,coll grad,coll grad,never,no,no,1
738954,40.950001,53.599998,yes,yes,no,54.259998,41.279999,no,white,yes,no,no,no,no,married,35000-$49999,coll <4,coll grad,coll grad,coll grad,never,no,no,0
738987,54.849998,66.169998,yes,yes,no,59.73,57.639999,no,white,yes,no,no,no,no,married,$20000-$24999,coll grad,junior coll,coll grad,coll grad,never,no,no,0
738988,41.470001,47.470001,yes,no,no,41.82,42.790001,yes,white,yes,no,no,no,no,married,$25000-$34999,not finish hs,dont know,coll grad,coll grad,never,no,no,0
739011,62.889999,67.019997,yes,yes,no,70.550003,70.809998,yes,white,yes,no,no,no,no,married,$10000-$14999,hs grad,hs grad,coll grad,coll grad,never,no,no,1
739034,58.759998,62.790001,yes,yes,no,50.540001,54.299999,no,white,yes,no,no,no,no,married,35000-$49999,doctorate,masters,coll grad,coll grad,more than twice,no,yes,0
739040,55.080002,54.990002,yes,yes,no,53.959999,49.529999,no,white,yes,no,no,no,no,married,$20000-$24999,junior coll,hs grad,coll <4,coll <4,never,no,no,0
739073,53.169998,48.630001,yes,yes,no,50.790001,46.970001,no,white,yes,no,no,no,no,married,35000-$49999,coll grad,masters,coll grad,coll grad,never,no,no,0
739080,65.449997,65.190002,yes,yes,no,70.550003,71.660004,no,white,yes,no,no,no,no,married,35000-$49999,masters,coll <4,coll grad,coll grad,never,no,no,1
739085,55.209999,51.790001,yes,no,no,51.189999,54.68,yes,white,yes,no,no,no,no,married,$25000-$34999,hs grad,hs grad,junior coll,junior coll,never,no,no,0
739096,31.280001,47.23,yes,no,no,52.060001,59.529999,no,white,yes,no,no,no,no,divorced,$3000-$4999,not finish hs,hs grad,postsec ed,postsec ed,once or twice,no,yes,3
739503,46.369999,41.98,yes,yes,no,48.689999,39.57,no,black,no,yes,no,no,no,married,50000-$74999,hs grad,hs grad,postsec ed,postsec ed,never,no,no,0
739512,65.980003,62.419998,yes,yes,no,56.040001,63.459999,yes,api,no,no,no,yes,no,divorced,$5000-$7499,junior coll,hs grad,postsec ed,postsec ed,never,no,no,2
739570,61.150002,49.830002,yes,yes,no,57.82,55.799999,no,white,yes,no,no,no,no,married,$20000-$24999,coll <4,coll <4,coll grad,coll grad,never,no,no,0
739572,43.75,52.990002,yes,yes,no,55.740002,59.02,yes,white,yes,no,no,no,no,married,50000-$74999,hs grad,hs grad,coll grad,coll grad,never,no,no,0
739585,53.950001,56.07,yes,no,no,44.720001,57.130001,no,white,yes,no,no,no,no,married,35000-$49999,hs grad,hs grad,coll grad,coll grad,once or twice,no,yes,0
739594,54.759998,48.16,yes,yes,no,52.139999,43.07,yes,white,yes,no,no,no,no,married,35000-$49999,junior coll,hs grad,postsec ed,postsec ed,never,no,no,0
739807,43.779999,42.400002,yes,yes,no,54.599998,53.650002,no,white,yes,no,no,no,no,married,$10000-$14999,hs grad,hs grad,coll grad,coll grad,never,no,no,1
739814,56.380001,50.59,yes,yes,no,57.810001,44,yes,white,yes,no,no,no,no,married,35000-$49999,masters,coll <4,coll grad,coll <4,never,no,no,0
739817,62.470001,49.099998,yes,no,no,55.41,54.700001,no,white,yes,no,no,no,no,married,$25000-$34999,coll grad,hs grad,junior coll,junior coll,never,no,no,0
739841,66.18,51.330002,yes,yes,no,60.549999,57.41,yes,white,yes,no,no,no,no,married,35000-$49999,hs grad,hs grad,coll grad,coll grad,once or twice,no,yes,0
739842,67.360001,69.449997,yes,no,no,70.550003,71.410004,yes,api,no,no,no,yes,no,married,50000-$74999,doctorate,junior coll,coll grad,coll grad,never,no,no,0
739885,51.23,60.349998,yes,yes,no,55.84,57.720001,no,white,yes,no,no,no,no,married,35000-$49999,hs grad,hs grad,coll <4,coll <4,once or twice,no,yes,0
740303,38.75,39,yes,yes,no,51.630001,40.709999,yes,black,no,yes,no,no,no,divorced,$10000-$14999,dont know,hs grad,coll grad,coll grad,never,no,no,2
740362,51.759998,52.580002,yes,yes,no,60.419998,65.800003,yes,white,yes,no,no,no,no,divorced,$10000-$14999,hs grad,hs grad,postsec ed,coll grad,never,no,no,1
740363,43.57,47.810001,yes,yes,no,45.880001,45.779999,yes,white,yes,no,no,no,no,married,$25000-$34999,coll grad,coll grad,coll grad,coll grad,never,no,no,0
740394,35.330002,35.290001,yes,no,no,42.790001,40.59,yes,black,no,yes,no,no,no,married,35000-$49999,hs grad,coll <4,postsec ed,postsec ed,never,no,no,0
740398,52.419998,44.34,yes,no,no,45.029999,49.830002,no,black,no,yes,no,no,no,not married but cohabit,$3000-$4999,hs grad,not finish hs,coll grad,coll grad,never,yes,no,2
741510,48,40.650002,yes,yes,no,49.740002,42.959999,yes,white,yes,no,no,no,no,married,50000-$74999,hs grad,not finish hs,postsec ed,postsec ed,never,no,no,0
741520,36.459999,51.099998,yes,yes,no,39.209999,41.59,no,hispanic,no,no,yes,no,no,married,$15000-$19999,dont know,dont know,coll grad,coll grad,never,yes,no,1
741526,39.52,39.740002,yes,yes,no,42.5,49.810001,no,api,no,no,no,yes,no,married,35000-$49999,hs grad,dont know,coll grad,coll grad,never,no,no,0
741537,48.330002,36.93,yes,no,no,39.59,37.950001,no,black,no,yes,no,no,no,divorced,7500-$9999,not finish hs,coll grad,coll grad,coll grad,never,no,no,2
741552,37.849998,35.860001,yes,no,no,43.990002,41.34,yes,black,no,yes,no,no,no,married,$10000-$14999,hs grad,junior coll,postsec ed,postsec ed,once or twice,no,yes,1
741553,59.34,48.790001,yes,yes,no,55.32,53.060001,no,black,no,yes,no,no,no,never married,$3000-$4999,hs grad,junior coll,coll grad,coll grad,never,yes,no,2
741555,47.34,43,yes,yes,no,48.25,41.119999,yes,hispanic,no,no,yes,no,no,married,$20000-$24999,dont know,dont know,coll <4,coll <4,never,no,no,0
741566,56.16,66.669998,yes,yes,no,48.099998,67.889999,yes,api,no,no,no,yes,no,married,35000-$49999,doctorate,doctorate,postsec ed,postsec ed,never,no,no,0
741567,49.259998,47.27,yes,yes,no,47.369999,47.709999,yes,hispanic,no,no,yes,no,no,married,$25000-$34999,not finish hs,hs grad,hs grad,hs grad,never,no,no,1
741572,68.089996,67.75,yes,yes,no,70.550003,70.550003,yes,white,yes,no,no,no,no,married,$15000-$19999,coll <4,dont know,coll grad,coll grad,never,no,no,0
741592,50.5,64.300003,yes,yes,no,46.18,73.800003,yes,hispanic,no,no,yes,no,no,married,35000-$49999,not finish hs,not finish hs,coll <4,coll <4,never,no,no,1
742206,40.860001,32.41,yes,no,no,44.889999,35.27,yes,white,yes,no,no,no,no,married,35000-$49999,hs grad,hs grad,coll grad,coll grad,never,no,no,0
742239,38.200001,38.34,yes,no,no,42.599998,41.669998,yes,white,yes,no,no,no,no,married,35000-$49999,hs grad,hs grad,hs grad,hs grad,never,no,no,0
742243,44.849998,54.130001,yes,yes,no,43.43,49.759998,yes,api,no,no,no,yes,no,married,35000-$49999,hs grad,not finish hs,coll <4,coll <4,never,no,no,0
742257,31.73,40.75,yes,yes,no,46.709999,43.240002,no,white,yes,no,no,no,no,married,$25000-$34999,coll grad,not finish hs,coll grad,coll grad,never,yes,no,2
742261,61.41,57.07,yes,yes,no,52.66,60.48,no,white,yes,no,no,no,no,married,35000-$49999,hs grad,hs grad,postsec ed,postsec ed,never,no,no,1
742264,56.110001,42.029999,yes,no,no,58.84,45.400002,yes,white,yes,no,no,no,no,separated,$25000-$34999,junior coll,hs grad,coll grad,coll grad,never,no,no,0
742269,29.709999,36.419998,yes,no,no,47.5,45.040001,yes,hispanic,no,no,yes,no,no,married,50000-$74999,hs grad,hs grad,postsec ed,coll grad,never,no,no,0
742270,62.09,63.310001,yes,yes,no,66.190002,51.060001,no,white,yes,no,no,no,no,married,$20000-$24999,dont know,dont know,coll grad,coll grad,once or twice,no,yes,0
742289,48.450001,36.57,yes,no,no,49.639999,37.25,yes,ai,no,no,no,no,yes,married,$25000-$34999,not finish hs,not finish hs,coll grad,coll grad,once or twice,yes,yes,1
742293,52.91,42.700001,yes,no,no,46.16,43.529999,yes,white,yes,no,no,no,no,married,$25000-$34999,hs grad,hs grad,coll <4,coll <4,never,yes,no,1
742298,56.150002,51.77,yes,yes,no,57.919998,59.810001,no,white,yes,no,no,no,no,married,35000-$49999,masters,hs grad,postsec ed,postsec ed,never,no,no,0
742299,58.349998,69.209999,yes,yes,no,58.16,61.060001,yes,white,yes,no,no,no,no,married,$20000-$24999,hs grad,coll grad,postsec ed,postsec ed,never,no,no,0
742700,41.549999,48.139999,yes,yes,no,70.550003,67.620003,yes,white,yes,no,no,no,no,married,50000-$74999,masters,coll grad,postsec ed,coll grad,never,no,no,0
742704,58.990002,55.990002,yes,yes,no,52.240002,54.98,yes,white,yes,no,no,no,no,married,50000-$74999,hs grad,hs grad,coll grad,coll grad,never,no,no,0
742711,62.43,62.630001,yes,yes,no,70.550003,73.980003,yes,white,yes,no,no,no,no,married,35000-$49999,coll grad,hs grad,postsec ed,coll grad,never,no,no,0
742728,65.050003,65.279999,yes,yes,no,70.550003,65.300003,yes,white,yes,no,no,no,no,married,35000-$49999,masters,coll grad,postsec ed,postsec ed,never,no,no,0
742743,37.18,45.990002,yes,no,no,35.240002,36.080002,yes,white,yes,no,no,no,no,married,35000-$49999,coll grad,coll grad,junior coll,junior coll,never,no,no,0
742746,52.610001,56.5,yes,yes,no,53.049999,39.290001,yes,white,yes,no,no,no,no,married,50000-$74999,dont know,dont know,coll <4,coll grad,never,no,no,0
742759,57.720001,36.939999,yes,yes,no,53.619999,49.939999,no,white,yes,no,no,no,no,married,50000-$74999,hs grad,hs grad,coll grad,coll grad,never,no,no,0
742763,57.98,53.810001,yes,yes,no,61.009998,53.740002,no,white,yes,no,no,no,no,married,35000-$49999,coll grad,coll grad,coll grad,coll grad,never,no,no,0
742797,43.169998,50.540001,yes,no,no,45.959999,54.169998,yes,white,yes,no,no,no,no,married,$25000-$34999,hs grad,not finish hs,coll grad,coll grad,never,no,no,0
742798,62.23,65.550003,yes,yes,no,65.809998,61.919998,no,white,yes,no,no,no,no,married,50000-$74999,coll grad,coll grad,coll grad,coll grad,never,no,no,0
742799,35.799999,51.650002,yes,no,no,57.790001,55.299999,no,white,yes,no,no,no,no,married,35000-$49999,hs grad,hs grad,coll grad,coll grad,never,yes,no,0
743100,61.580002,63.720001,yes,yes,no,69.150002,61.880001,yes,white,yes,no,no,no,no,married,50000-$74999,hs grad,junior coll,coll grad,coll grad,never,no,no,0
743103,31.76,49.799999,yes,yes,no,40.380001,56.849998,no,white,yes,no,no,no,no,married,35000-$49999,coll <4,coll <4,coll grad,coll grad,never,no,no,0
743146,56.259998,59.150002,yes,yes,no,54.68,65.160004,yes,white,yes,no,no,no,no,married,50000-$74999,coll grad,coll grad,coll grad,coll grad,never,no,no,1
743169,57.119999,57.919998,yes,yes,no,50.299999,50.220001,no,white,yes,no,no,no,no,married,50000-$74999,hs grad,hs grad,postsec ed,postsec ed,never,no,no,0
743187,67.059998,68.440002,yes,yes,no,66.849998,67.309998,no,white,yes,no,no,no,no,married,35000-$49999,coll grad,dont know,coll grad,coll grad,once or twice,no,yes,0
743188,53.52,56.599998,yes,yes,no,47.5,49.82,no,white,yes,no,no,no,no,divorced,$15000-$19999,coll grad,hs grad,coll grad,coll grad,never,no,no,1
743406,62.73,56.450001,yes,no,no,60.669998,58.099998,no,white,yes,no,no,no,no,separated,$20000-$24999,not finish hs,not finish hs,coll <4,coll <4,once or twice,no,yes,2
743415,37.169998,38.860001,yes,yes,no,38.119999,40.82,no,hispanic,no,no,yes,no,no,married,$25000-$34999,dont know,dont know,coll <4,coll <4,once or twice,yes,yes,0
743416,41.130001,41.369999,no,no,no,35.810001,37.860001,no,hispanic,no,no,yes,no,no,married,35000-$49999,hs grad,hs grad,coll grad,coll grad,never,no,no,1
743418,50.709999,55.900002,yes,yes,no,54.57,51.689999,no,hispanic,no,no,yes,no,no,married,35000-$49999,masters,junior coll,coll grad,coll grad,once or twice,no,yes,0
743432,59.98,57.380001,yes,yes,no,54.349998,57.830002,yes,white,yes,no,no,no,no,married,$25000-$34999,hs grad,hs grad,coll grad,coll grad,never,no,no,0
743454,40.16,39.389999,yes,yes,no,39.77,48.009998,no,hispanic,no,no,yes,no,no,married,$25000-$34999,junior coll,not finish hs,coll grad,coll grad,once or twice,no,yes,0
743471,64.959999,61.040001,yes,yes,no,59.57,48.400002,yes,hispanic,no,no,yes,no,no,not married but cohabit,$25000-$34999,junior coll,junior coll,coll grad,coll grad,never,no,no,1
743496,36.459999,44.639999,yes,yes,no,39.349998,41.200001,no,hispanic,no,no,yes,no,no,married,$1000-$2999,dont know,hs grad,coll grad,coll <4,never,no,no,1
743505,56.27,50.959999,yes,yes,no,55.919998,43.82,no,white,yes,no,no,no,no,married,35000-$49999,masters,junior coll,coll grad,coll grad,never,no,no,0
743515,34.189999,43.549999,yes,no,no,41.419998,43.259998,no,black,no,yes,no,no,no,married,35000-$49999,hs grad,hs grad,coll grad,coll grad,never,no,no,0
743522,60.82,61.18,yes,yes,no,59.060001,61.630001,yes,white,yes,no,no,no,no,married,50000-$74999,masters,masters,coll grad,coll grad,never,no,no,0
743526,41.669998,49.389999,yes,yes,no,44.639999,38.779999,no,api,no,no,no,yes,no,married,35000-$49999,dont know,junior coll,coll <4,coll <4,never,no,no,1
743527,68.089996,60.900002,yes,yes,no,70.550003,63.73,yes,api,no,no,no,yes,no,married,50000-$74999,masters,masters,postsec ed,postsec ed,once or twice,no,yes,1
743529,66.900002,70.440002,yes,yes,no,70.550003,77.199997,no,api,no,no,no,yes,no,married,35000-$49999,masters,dont know,coll grad,coll grad,never,no,no,0
743532,57.209999,46.790001,yes,yes,no,58.110001,45.16,yes,white,yes,no,no,no,no,married,$25000-$34999,hs grad,hs grad,coll grad,coll grad,never,no,no,0
743533,44.23,44.23,yes,yes,no,47.139999,42.91,yes,api,no,no,no,yes,no,married,50000-$74999,dont know,doctorate,postsec ed,postsec ed,never,no,no,0
743534,57.139999,68.809998,yes,yes,no,64.599998,69.720001,yes,api,no,no,no,yes,no,married,35000-$49999,junior coll,coll grad,postsec ed,postsec ed,never,no,no,0
743539,54.259998,61.75,yes,yes,no,59.73,62.740002,no,api,no,no,no,yes,no,married,50000-$74999,coll grad,coll <4,coll grad,coll grad,once or twice,no,yes,0
743550,62.200001,60.459999,yes,yes,no,58.369999,48.900002,yes,white,yes,no,no,no,no,married,50000-$74999,hs grad,hs grad,postsec ed,postsec ed,never,no,no,1
743564,63.93,63.869999,yes,yes,no,65.309998,58.009998,no,ai,no,no,no,no,yes,married,$25000-$34999,hs grad,hs grad,coll grad,coll grad,once or twice,no,yes,0
743571,51.169998,39.240002,yes,yes,no,48.490002,39.34,yes,white,yes,no,no,no,no,married,35000-$49999,coll <4,junior coll,postsec ed,postsec ed,never,no,no,0
743575,54.790001,56.32,yes,yes,no,41.639999,56.060001,no,white,yes,no,no,no,no,married,35000-$49999,junior coll,junior coll,coll grad,postsec ed,once or twice,yes,yes,0
743578,68.089996,70.349998,yes,yes,no,69.150002,65.529999,yes,white,yes,no,no,no,no,married,$15000-$19999,doctorate,masters,postsec ed,postsec ed,never,no,no,0
743593,56.049999,48.66,yes,yes,no,51.220001,49.099998,no,white,yes,no,no,no,no,married,$15000-$19999,junior coll,junior coll,coll grad,coll grad,more than twice,no,yes,1
743594,50.07,46.029999,yes,yes,no,55.209999,44.439999,no,api,no,no,no,yes,no,married,50000-$74999,coll grad,not finish hs,coll grad,coll grad,never,no,no,0
743598,49.84,53.619999,yes,yes,no,52.540001,44.34,no,api,no,no,no,yes,no,married,50000-$74999,junior coll,coll grad,postsec ed,postsec ed,once or twice,no,yes,0
743718,53.529999,57.790001,yes,yes,no,47.450001,46.09,yes,white,yes,no,no,no,no,married,35000-$49999,coll <4,hs grad,coll grad,coll grad,never,no,no,0
743733,59.310001,58.93,yes,yes,no,52.299999,65.349998,no,white,yes,no,no,no,no,married,$20000-$24999,doctorate,junior coll,coll grad,coll grad,never,no,no,0
743737,43.880001,41.380001,yes,no,no,48.07,44.459999,yes,white,yes,no,no,no,no,divorced,7500-$9999,hs grad,hs grad,hs grad,hs grad,never,no,no,3
743744,57.080002,51.360001,yes,yes,no,49.669998,50.709999,no,black,no,yes,no,no,no,divorced,$25000-$34999,junior coll,dont know,postsec ed,postsec ed,never,no,no,1
743747,61.060001,63.709999,yes,yes,no,57.98,61.110001,no,hispanic,no,no,yes,no,no,married,35000-$49999,junior coll,junior coll,postsec ed,postsec ed,never,yes,no,0
743759,64.93,68.510002,yes,yes,no,65.639999,67.510002,no,white,yes,no,no,no,no,married,35000-$49999,hs grad,hs grad,coll grad,coll grad,never,no,no,0
743869,49.049999,43.099998,yes,no,no,46.98,46.169998,yes,hispanic,no,no,yes,no,no,married,$15000-$19999,not finish hs,not finish hs,postsec ed,postsec ed,never,no,no,1
743881,37.080002,34.810001,no,no,no,38.169998,36,no,hispanic,no,no,yes,no,no,married,$15000-$19999,not finish hs,not finish hs,coll grad,coll grad,more than twice,yes,yes,0
743988,33.919998,53.169998,yes,yes,no,35,45.75,no,black,no,yes,no,no,no,married,$15000-$19999,coll grad,coll grad,coll grad,coll grad,once or twice,no,yes,0
744000,39.27,35.310001,no,no,no,50.48,43.720001,yes,hispanic,no,no,yes,no,no,married,$20000-$24999,not finish hs,not finish hs,junior coll,junior coll,more than twice,yes,yes,3
744004,35.5,37.82,yes,yes,no,40.25,43.919998,yes,hispanic,no,no,yes,no,no,married,$20000-$24999,not finish hs,hs grad,coll <4,coll <4,never,no,no,2
744017,36.830002,46.669998,yes,yes,no,49.799999,51.810001,yes,white,yes,no,no,no,no,married,35000-$49999,hs grad,hs grad,coll grad,coll grad,never,no,no,0
744021,48,48.200001,yes,no,no,45.939999,47.919998,yes,white,yes,no,no,no,no,married,$25000-$34999,hs grad,hs grad,coll grad,coll grad,never,no,no,0
744037,46.880001,39.98,yes,no,no,48.459999,43.18,no,white,yes,no,no,no,no,married,$15000-$19999,hs grad,hs grad,junior coll,junior coll,once or twice,no,yes,1
744073,59.75,53.110001,yes,yes,no,49.900002,58.07,no,hispanic,no,no,yes,no,no,married,$20000-$24999,not finish hs,coll <4,coll grad,coll grad,never,no,no,0
744084,61.869999,63.029999,yes,yes,no,60.849998,60.830002,no,white,yes,no,no,no,no,married,35000-$49999,hs grad,hs grad,coll grad,coll grad,never,no,no,0
744088,62.490002,49.490002,no,no,no,59.009998,48.759998,yes,hispanic,no,no,yes,no,no,married,$3000-$4999,dont know,junior coll,coll grad,coll grad,never,no,no,1
744095,36.080002,35.599998,yes,no,no,42.200001,35.470001,yes,white,yes,no,no,no,no,divorced,$5000-$7499,dont know,not finish hs,junior coll,junior coll,never,yes,no,3
744099,39.970001,39.369999,yes,yes,no,40.490002,60.869999,yes,white,yes,no,no,no,no,married,35000-$49999,hs grad,hs grad,coll <4,coll <4,never,no,no,0
744113,38.139999,36.459999,no,no,no,41.209999,43.509998,no,white,yes,no,no,no,no,divorced,$15000-$19999,hs grad,hs grad,hs grad,hs grad,more than twice,yes,yes,1
744114,47.970001,61.82,yes,yes,no,45.360001,52.48,no,white,yes,no,no,no,no,divorced,$25000-$34999,hs grad,coll <4,coll grad,coll grad,never,no,no,0
744116,50.529999,52.029999,no,no,no,53.169998,56.040001,yes,white,yes,no,no,no,no,married,35000-$49999,not finish hs,hs grad,coll grad,coll grad,never,no,no,0
744120,38.290001,37.09,no,no,no,45.060001,46.639999,no,white,yes,no,no,no,no,divorced,$5000-$7499,not finish hs,hs grad,hs grad,junior coll,more than twice,no,yes,2
744135,42.810001,50.380001,yes,yes,no,44.790001,51.32,no,white,yes,no,no,no,no,married,50000-$74999,hs grad,hs grad,coll grad,coll grad,never,yes,no,1
744153,36.720001,34.959999,yes,no,no,41.580002,41.130001,no,white,yes,no,no,no,no,married,$25000-$34999,hs grad,hs grad,coll grad,coll grad,once or twice,no,yes,0
744177,52.07,62.349998,yes,yes,no,57.41,65.290001,no,white,yes,no,no,no,no,married,50000-$74999,hs grad,hs grad,coll grad,coll grad,never,no,no,0
744188,50.169998,42.790001,yes,yes,no,41.240002,43.09,yes,white,yes,no,no,no,no,married,50000-$74999,junior coll,hs grad,coll grad,coll grad,never,no,no,0
744199,61.139999,61.73,yes,yes,no,63.369999,68.82,yes,white,yes,no,no,no,no,married,$25000-$34999,junior coll,hs grad,coll grad,coll grad,never,no,no,0
745002,36.790001,39.869999,no,no,no,39.790001,43.099998,no,white,yes,no,no,no,no,not married but cohabit,$25000-$34999,not finish hs,hs grad,postsec ed,postsec ed,never,yes,no,0
745025,50.759998,58.709999,yes,yes,no,51.23,55.889999,no,white,yes,no,no,no,no,married,$25000-$34999,junior coll,coll <4,coll grad,postsec ed,never,no,no,0
745030,55.369999,48.009998,yes,no,no,60.439999,47.48,yes,white,yes,no,no,no,no,married,$25000-$34999,not finish hs,coll <4,coll grad,coll grad,once or twice,no,yes,0
745034,43.509998,35.740002,yes,no,no,37.18,40.669998,no,ai,no,no,no,no,yes,married,35000-$49999,hs grad,hs grad,junior coll,junior coll,never,no,no,1
745036,33.279999,44.41,yes,yes,no,34.779999,40.630001,yes,white,yes,no,no,no,no,married,35000-$49999,hs grad,coll grad,junior coll,coll grad,once or twice,no,yes,1
745037,61.029999,61.869999,yes,yes,no,69.150002,65.550003,no,white,yes,no,no,no,no,married,$20000-$24999,hs grad,hs grad,junior coll,junior coll,once or twice,no,yes,0
745040,38.470001,37.900002,yes,no,no,39.279999,43.959999,yes,white,yes,no,no,no,no,married,35000-$49999,hs grad,hs grad,junior coll,junior coll,once or twice,yes,yes,0
745047,50.82,48.970001,yes,yes,no,45.970001,52.880001,yes,white,yes,no,no,no,no,married,$25000-$34999,hs grad,not finish hs,hs grad,hs grad,never,no,no,0
745048,32.790001,38.52,yes,no,no,40.040001,41.740002,no,white,yes,no,no,no,no,married,$25000-$34999,not finish hs,hs grad,hs grad,coll <4,once or twice,yes,yes,0
745071,45.98,55.869999,yes,yes,no,47.52,55.900002,no,white,yes,no,no,no,no,married,$25000-$34999,hs grad,hs grad,coll grad,coll grad,never,no,no,1
745072,32.630001,33.759998,no,no,no,39.529999,39.209999,no,white,yes,no,no,no,no,married,$25000-$34999,not finish hs,not finish hs,junior coll,junior coll,more than twice,yes,yes,2
745087,63.59,37.939999,yes,no,no,57.790001,46.450001,yes,white,yes,no,no,no,no,married,$20000-$24999,not finish hs,hs grad,junior coll,coll grad,never,yes,no,0
745409,64.419998,67.949997,yes,yes,no,70.550003,59.59,yes,white,yes,no,no,no,no,divorced,50000-$74999,dont know,dont know,postsec ed,postsec ed,never,no,no,1
745476,44.25,40.220001,no,no,no,40.470001,46.259998,no,white,yes,no,no,no,no,married,50000-$74999,hs grad,doctorate,junior coll,junior coll,once or twice,yes,yes,1
745478,47.32,39.799999,yes,no,no,41.900002,39.799999,yes,white,yes,no,no,no,no,divorced,$5000-$7499,dont know,dont know,coll <4,coll <4,once or twice,no,yes,1
